storm_date,county,state,event_type,tier_severe,tier_moderate,magnitude,month,is_winter,is_summer,baseline_typical,baseline_high,baseline_extreme,tree_canopy_pct,population_density,infrastructure_vulnerability,land_area_sqmi,actual_customers,predicted_customers,predicted_major,predicted_critical,actual_major,actual_critical,major_correct,critical_correct,ci_pct,ci_low,ci_high,in_ci,pct_error
2020-08-04 09:55:00,Bucks,Pennsylvania,Tornado,1,0,,8,0,1,2167.0,3708.0,10131.799999999992,50,1074.1,0.515,604,79252.0,14467.416015625,True,True,True,True,True,True,0.75,3617.0,25318.0,False,81.74504616208424
2020-01-18 20:00:00,Kennebec,Maine,Winter Storm,0,1,,1,1,0,2161.0,3721.0,12407.999999999998,71,143.4,0.455,868,208.0,200.0,False,False,False,False,True,True,0.65,70.0,330.0,True,3.8461538461538463
2020-01-16 04:00:00,Androscoggin,Maine,Heavy Snow,0,1,,1,1,0,1858.0,2630.75,11302.5,66,239.5,0.444,468,257.0,394.2635498046875,False,False,False,False,True,True,0.65,138.0,651.0,True,53.40994155824417
2020-03-23 19:00:00,Kennebec,Maine,Winter Storm,0,1,,3,0,0,2161.0,3721.0,12407.999999999998,71,143.4,0.455,868,1111.0,2768.77490234375,True,False,True,False,True,True,0.65,969.0,4568.0,True,149.2146626772052
2020-03-29 13:05:00,Erie,New York,Thunderstorm Wind,0,1,50.0,3,0,0,2051.0,3355.0,12588.0,38,911.1,0.41,1043,808.0,872.67578125,False,False,False,False,True,True,0.65,305.0,1440.0,True,8.004428372524753
2020-03-29 13:07:00,Erie,New York,Thunderstorm Wind,0,1,50.0,3,0,0,2051.0,3355.0,12588.0,38,911.1,0.41,1043,808.0,887.812255859375,False,False,False,False,True,True,0.65,311.0,1465.0,True,9.87775443804146
2020-03-29 13:08:00,Erie,New York,Thunderstorm Wind,0,1,50.0,3,0,0,2051.0,3355.0,12588.0,38,911.1,0.41,1043,808.0,842.189453125,False,False,False,False,True,True,0.65,295.0,1390.0,True,4.231367961014851
2020-03-29 13:12:00,Erie,New York,Thunderstorm Wind,0,1,50.0,3,0,0,2051.0,3355.0,12588.0,38,911.1,0.41,1043,808.0,842.189453125,False,False,False,False,True,True,0.65,295.0,1390.0,True,4.231367961014851
2020-07-02 17:30:00,Penobscot,Maine,Thunderstorm Wind,0,1,52.0,7,0,1,2134.5,4309.75,15004.149999999976,78,45.0,0.477,3398,1766.0,1751.2894287109375,True,False,True,False,True,True,0.65,613.0,2890.0,True,0.8329881817136184
2020-03-29 13:04:00,Erie,New York,Thunderstorm Wind,0,1,59.0,3,0,0,2051.0,3355.0,12588.0,38,911.1,0.41,1043,808.0,4564.916015625,True,False,False,False,False,True,0.65,1598.0,7532.0,False,464.96485341893566
2020-03-03 21:00:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,3,0,0,2089.0,3446.0,9478.5,48,741.7,0.436,750,8374.0,1744.20166015625,True,False,True,False,True,True,0.65,610.0,2878.0,False,79.17122450255253
2020-07-02 15:22:00,Penobscot,Maine,Thunderstorm Wind,0,1,52.0,7,0,1,2134.5,4309.75,15004.149999999976,78,45.0,0.477,3398,1766.0,1860.92919921875,True,False,True,False,True,True,0.65,651.0,3071.0,True,5.37537934421008
2020-03-03 21:22:00,Montgomery,Pennsylvania,Thunderstorm Wind,0,1,55.0,3,0,0,1824.0,3156.0,9291.199999999995,42,1783.3,0.609,483,2397.0,2182.61669921875,True,False,True,False,True,True,0.65,764.0,3601.0,True,8.94381730418231
2020-03-03 21:39:00,Bucks,Pennsylvania,Thunderstorm Wind,0,1,50.0,3,0,0,2167.0,3708.0,10131.799999999992,50,1074.1,0.515,604,665.0,2541.0615234375,True,False,False,False,False,True,0.65,889.0,4193.0,False,282.11451480263156
2020-03-03 22:20:00,Ocean,New Jersey,Thunderstorm Wind,0,1,50.0,3,0,0,2510.0,4476.5,11575.899999999981,45,1063.9,0.483,628,1093.0,849.1950073242188,False,False,True,False,False,True,0.65,297.0,1401.0,True,22.30603775624714
2020-03-23 18:00:00,Androscoggin,Maine,Winter Storm,0,1,,3,0,0,1858.0,2630.75,11302.5,66,239.5,0.444,468,167.0,865.8189086914062,False,False,False,False,True,True,0.65,303.0,1429.0,False,418.4544363421594
2020-03-03 20:45:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,3,0,0,2089.0,3446.0,9478.5,48,741.7,0.436,750,8374.0,1744.20166015625,True,False,True,False,True,True,0.65,610.0,2878.0,False,79.17122450255253
2020-03-03 20:50:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,3,0,0,2089.0,3446.0,9478.5,48,741.7,0.436,750,8374.0,2029.0963134765625,True,False,True,False,True,True,0.65,710.0,3348.0,False,75.76909107384091
2020-03-03 21:30:00,Montgomery,Pennsylvania,Thunderstorm Wind,0,1,54.0,3,0,0,1824.0,3156.0,9291.199999999995,42,1783.3,0.609,483,2397.0,1702.50390625,True,False,True,False,True,True,0.65,596.0,2809.0,True,28.973554182311222
2020-05-15 18:58:00,Worcester,Massachusetts,Thunderstorm Wind,0,1,43.0,5,0,0,2048.0,3080.5,10263.499999999973,65,572.9,0.505,1513,10918.0,488.5414123535156,False,False,True,True,False,False,0.65,171.0,806.0,False,95.52535801105041
2020-05-15 19:41:00,Worcester,Massachusetts,Thunderstorm Wind,0,1,55.0,5,0,0,2048.0,3080.5,10263.499999999973,65,572.9,0.505,1513,10918.0,2232.90576171875,True,False,True,True,True,False,0.65,782.0,3684.0,False,79.54839932479621
2020-05-15 19:15:00,Middlesex,Massachusetts,Thunderstorm Wind,1,0,60.0,5,0,0,2090.0,3268.0,9193.800000000005,48,1995.1,0.687,818,15420.0,13403.67578125,True,True,True,True,True,True,0.75,3351.0,23456.0,True,13.076032547016862
