feature,importance
population_density,0.28319528698921204
is_winter,0.1126227930188179
baseline_high,0.08868568390607834
infrastructure_vulnerability,0.08363339602947235
land_area_sqmi,0.0794815868139267
baseline_extreme,0.07024232447147369
month,0.05646788850426674
tree_canopy_pct,0.05478830337524414
baseline_typical,0.05271346569061279
magnitude,0.045258042961359025
is_summer,0.033833497762680055
tier_severe,0.023046504706144333
tier_moderate,0.016031202115118503
