storm_date,county,state,event_type,tier_severe,tier_moderate,magnitude,storm_duration_hrs,month,is_winter,is_summer,is_hurricane_season,baseline_typical,baseline_high,baseline_extreme,baseline_p25,baseline_n_history,tree_canopy_pct,population_density,infrastructure_vulnerability,land_area_sqmi,population_2023,actual_customers,predicted_customers,predicted_major,predicted_critical,actual_major,actual_critical,major_correct,critical_correct,ci_pct,ci_low,ci_high,in_ci,pct_error
2020-08-25 14:00:00,Kennebec,Maine,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2161.0,3721.0,12407.999999999998,1309.0,395,71,143.4,0.455,868,124446,2105.0,1857.8287353515625,True,False,True,False,True,True,0.55,836.0,2880.0,True,11.742102833654988
2020-08-25 14:05:00,Kennebec,Maine,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2161.0,3721.0,12407.999999999998,1309.0,395,71,143.4,0.455,868,124446,2105.0,1857.8287353515625,True,False,True,False,True,True,0.55,836.0,2880.0,True,11.742102833654988
2020-08-25 14:05:00,Androscoggin,Maine,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1858.0,2630.75,11302.5,1307.5,396,66,239.5,0.444,468,112072,412.0,513.4668579101562,False,False,False,False,True,True,0.55,231.0,796.0,True,24.62787813353307
2020-08-27 15:31:00,Erie,New York,Thunderstorm Wind,0,1,51.0,0.5,8,0,1,1,2051.0,3355.0,12588.0,1377.5,975,38,911.1,0.41,1043,950257,1808.0,1469.817138671875,True,False,True,False,True,True,0.55,661.0,2278.0,True,18.704804276998065
2020-08-27 15:34:00,Erie,New York,Thunderstorm Wind,0,1,51.0,0.5,8,0,1,1,2051.0,3355.0,12588.0,1377.5,975,38,911.1,0.41,1043,950257,1808.0,1236.8648681640625,True,False,True,False,True,True,0.55,557.0,1917.0,True,31.58933251304964
2020-08-25 14:25:00,Kennebec,Maine,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2161.0,3721.0,12407.999999999998,1309.0,395,71,143.4,0.455,868,124446,2105.0,1731.2132568359375,True,False,True,False,True,True,0.55,779.0,2683.0,True,17.757089936535035
2020-08-27 15:35:00,Erie,New York,Thunderstorm Wind,0,1,51.0,0.5,8,0,1,1,2051.0,3355.0,12588.0,1377.5,975,38,911.1,0.41,1043,950257,1808.0,1690.254150390625,True,False,True,False,True,True,0.55,761.0,2620.0,True,6.512491681934458
2020-08-27 15:37:00,Erie,New York,Thunderstorm Wind,0,1,51.0,0.5,8,0,1,1,2051.0,3355.0,12588.0,1377.5,975,38,911.1,0.41,1043,950257,1808.0,1236.8648681640625,True,False,True,False,True,True,0.55,557.0,1917.0,True,31.58933251304964
2020-08-25 15:10:00,York,Maine,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2264.0,3674.5,14106.0,1467.75,596,60,220.8,0.404,991,218770,8428.0,1496.1453857421875,True,False,True,False,True,True,0.55,673.0,2319.0,False,82.24791901112735
2020-08-27 15:20:00,Erie,New York,Thunderstorm Wind,0,1,53.0,0.5,8,0,1,1,2051.0,3355.0,12588.0,1377.5,975,38,911.1,0.41,1043,950257,1808.0,809.2001953125,False,False,True,False,False,True,0.55,364.0,1254.0,False,55.24335202917589
2020-08-25 15:33:00,York,Maine,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2264.0,3674.5,14106.0,1467.75,596,60,220.8,0.404,991,218770,8428.0,1769.7440185546875,True,False,True,False,True,True,0.55,796.0,2743.0,False,79.00161344856802
2020-08-25 15:33:00,York,Maine,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2264.0,3674.5,14106.0,1467.75,596,60,220.8,0.404,991,218770,8428.0,2045.5386962890625,True,False,True,False,True,True,0.55,920.0,3171.0,False,75.72925134920429
2020-08-25 15:40:00,York,Maine,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2264.0,3674.5,14106.0,1467.75,596,60,220.8,0.404,991,218770,8428.0,2045.5386962890625,True,False,True,False,True,True,0.55,920.0,3171.0,False,75.72925134920429
2020-08-04 20:29:00,Erie,New York,Thunderstorm Wind,0,1,51.0,0.5,8,0,1,1,2051.0,3355.0,12588.0,1377.5,975,38,911.1,0.41,1043,950257,21124.0,1322.337158203125,True,False,True,True,True,False,0.55,595.0,2050.0,False,93.74011949345235
2020-08-15 18:36:00,Erie,New York,Thunderstorm Wind,0,1,51.0,0.5,8,0,1,1,2051.0,3355.0,12588.0,1377.5,975,38,911.1,0.41,1043,950257,1249.0,1651.12353515625,True,False,True,False,True,True,0.55,743.0,2559.0,True,32.19563932395917
2020-08-25 00:50:00,Erie,New York,Thunderstorm Wind,0,1,51.0,0.5,8,0,1,1,2051.0,3355.0,12588.0,1377.5,975,38,911.1,0.41,1043,950257,1365.0,1690.254150390625,True,False,True,False,True,True,0.55,761.0,2620.0,True,23.828142885760073
2020-08-25 01:30:00,Erie,New York,Thunderstorm Wind,0,1,51.0,0.5,8,0,1,1,2051.0,3355.0,12588.0,1377.5,975,38,911.1,0.41,1043,950257,1365.0,1322.337158203125,True,False,True,False,True,True,0.55,595.0,2050.0,True,3.125482915521978
2020-08-22 19:10:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,4612.0,11852.5478515625,True,True,True,False,True,False,0.55,5334.0,18371.0,False,156.99366547186685
2020-08-22 19:11:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,4612.0,14554.9951171875,True,True,True,False,True,False,0.55,6550.0,22560.0,False,215.58965995636385
2020-08-22 19:12:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,4612.0,11928.12109375,True,True,True,False,True,False,0.55,5368.0,18489.0,False,158.63228737532523
2020-08-22 19:19:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,4612.0,12942.5302734375,True,True,True,False,True,False,0.55,5824.0,20061.0,False,180.62728259838465
2020-08-27 17:26:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,31345.0,11852.5478515625,True,True,True,True,True,True,0.55,5334.0,18371.0,False,62.1867990060217
2020-08-22 13:30:00,York,Maine,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2264.0,3674.5,14106.0,1467.75,596,60,220.8,0.404,991,218770,197.0,2045.5386962890625,True,False,False,False,False,True,0.55,920.0,3171.0,False,938.3445158827728
2020-08-27 17:27:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,31345.0,10641.1748046875,True,True,True,True,True,True,0.55,4789.0,16494.0,False,66.05144423452704
2020-08-27 17:29:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,31345.0,12942.5302734375,True,True,True,True,True,True,0.55,5824.0,20061.0,False,58.70942646853565
2020-08-27 17:38:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,31345.0,10641.1748046875,True,True,True,True,True,True,0.55,4789.0,16494.0,False,66.05144423452704
2020-08-27 17:42:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,31345.0,11928.12109375,True,True,True,True,True,True,0.55,5368.0,18489.0,False,61.94569757935875
2020-08-27 17:44:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,31345.0,14554.9951171875,True,True,True,True,True,True,0.55,6550.0,22560.0,False,53.56517748544425
2020-08-27 17:47:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,31345.0,11928.12109375,True,True,True,True,True,True,0.55,5368.0,18489.0,False,61.94569757935875
2020-08-27 17:45:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,31345.0,11852.5478515625,True,True,True,True,True,True,0.55,5334.0,18371.0,False,62.1867990060217
2020-08-27 17:51:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,31345.0,14554.9951171875,True,True,True,True,True,True,0.55,6550.0,22560.0,False,53.56517748544425
2020-08-27 17:57:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,31345.0,14554.9951171875,True,True,True,True,True,True,0.55,6550.0,22560.0,False,53.56517748544425
2020-08-27 17:59:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,31345.0,10641.1748046875,True,True,True,True,True,True,0.55,4789.0,16494.0,False,66.05144423452704
2020-08-23 14:20:00,Rockingham,New Hampshire,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2113.0,4102.25,16612.699999999993,1350.5,458,55,460.2,0.422,695,319861,907.0,200.0,False,False,False,False,True,True,0.55,90.0,310.0,False,77.94928335170893
2020-08-27 18:00:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,31345.0,11928.12109375,True,True,True,True,True,True,0.55,5368.0,18489.0,False,61.94569757935875
2020-08-27 18:03:00,Allegheny,Pennsylvania,Thunderstorm Wind,0,1,52.0,0.5,8,0,1,1,1979.0,3609.25,12176.649999999985,1370.5,1094,50,1689.4,0.638,730,1233253,31345.0,4185.75634765625,True,False,True,True,True,False,0.55,1884.0,6488.0,False,86.64617531454378
2020-08-23 14:30:00,Rockingham,New Hampshire,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2113.0,4102.25,16612.699999999993,1350.5,458,55,460.2,0.422,695,319861,907.0,200.0,False,False,False,False,True,True,0.55,90.0,310.0,False,77.94928335170893
2020-08-23 14:20:00,Hillsborough,New Hampshire,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2125.0,3603.0,17818.0,1454.0,401,65,482.8,0.487,877,423396,2663.0,733.563232421875,False,False,True,False,False,True,0.55,330.0,1137.0,False,72.45350234991082
2020-08-23 14:20:00,Hillsborough,New Hampshire,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2125.0,3603.0,17818.0,1454.0,401,65,482.8,0.487,877,423396,2663.0,589.3723754882812,False,False,True,False,False,True,0.55,265.0,914.0,False,77.86810456296352
2020-08-24 15:55:00,Cumberland,Maine,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2155.0,3357.5,11549.25,1518.25,826,62,362.5,0.445,836,303069,241.0,339.8778991699219,False,False,False,False,True,True,0.55,153.0,527.0,True,41.02817392942816
2020-08-24 15:00:00,Cumberland,Maine,Thunderstorm Wind,0,1,55.0,0.5,8,0,1,1,2155.0,3357.5,11549.25,1518.25,826,62,362.5,0.445,836,303069,241.0,1602.621337890625,True,False,False,False,False,True,0.55,721.0,2484.0,False,564.988107008558
2020-08-24 16:10:00,Cumberland,Maine,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2155.0,3357.5,11549.25,1518.25,826,62,362.5,0.445,836,303069,241.0,361.91766357421875,False,False,False,False,True,True,0.55,163.0,561.0,True,50.17330438764264
2020-08-23 13:55:00,Rockingham,New Hampshire,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2113.0,4102.25,16612.699999999993,1350.5,458,55,460.2,0.422,695,319861,907.0,202.4031219482422,False,False,False,False,True,True,0.55,91.0,314.0,False,77.68433054594904
2020-08-24 14:42:00,Hillsborough,New Hampshire,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2125.0,3603.0,17818.0,1454.0,401,65,482.8,0.487,877,423396,1355.0,702.6856079101562,False,False,True,False,False,True,0.55,316.0,1089.0,False,48.14128354906596
2020-08-25 13:48:00,Kennebec,Maine,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2161.0,3721.0,12407.999999999998,1309.0,395,71,143.4,0.455,868,124446,2105.0,1775.3297119140625,True,False,True,False,True,True,0.55,799.0,2752.0,True,15.661296346125297
2020-08-25 15:40:00,Rockingham,New Hampshire,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2113.0,4102.25,16612.699999999993,1350.5,458,55,460.2,0.422,695,319861,34.0,215.55072021484375,False,False,False,False,True,True,0.55,97.0,334.0,False,533.9727065142463
2020-09-30 05:30:00,Suffolk,Massachusetts,High Wind,0,1,57.0,1.35,9,0,0,1,1727.5,2839.0,6491.1,1241.0,604,18,13297.2,0.508,58,771237,1194.0,3051.31298828125,True,False,True,False,True,True,0.55,1373.0,4730.0,False,155.55385161484506
2020-08-25 14:20:00,Penobscot,Maine,Thunderstorm Wind,0,1,56.0,0.5,8,0,1,1,2134.5,4309.75,15004.149999999976,1442.75,562,78,45.0,0.477,3398,152915,2491.0,2007.361328125,True,False,True,False,True,True,0.55,903.0,3111.0,True,19.415442467884382
2020-08-24 15:00:00,Hillsborough,New Hampshire,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2125.0,3603.0,17818.0,1454.0,401,65,482.8,0.487,877,423396,1355.0,733.563232421875,False,False,True,False,False,True,0.55,330.0,1137.0,False,45.86249207218634
2020-08-07 16:02:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,24458.0,2745.638916015625,True,False,True,True,True,False,0.55,1236.0,4256.0,False,88.7740660887414
2020-08-07 16:03:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,24458.0,2745.638916015625,True,False,True,True,True,False,0.55,1236.0,4256.0,False,88.7740660887414
2020-08-12 11:54:00,Ocean,New Jersey,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2510.0,4476.5,11575.899999999981,1675.0,1235,45,1063.9,0.483,628,668132,897.0,6103.7744140625,True,False,False,False,False,True,0.55,2747.0,9461.0,False,580.4653750348383
2020-08-12 11:56:00,Ocean,New Jersey,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2510.0,4476.5,11575.899999999981,1675.0,1235,45,1063.9,0.483,628,668132,897.0,6103.7744140625,True,False,False,False,False,True,0.55,2747.0,9461.0,False,580.4653750348383
2020-08-12 13:10:00,Montgomery,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,1824.0,3156.0,9291.199999999995,1303.0,1085,42,1783.3,0.609,483,861332,1041.0,3290.853271484375,True,False,True,False,True,True,0.55,1481.0,5101.0,False,216.12423357198608
2020-08-12 13:30:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,980.0,2780.440185546875,True,False,False,False,False,True,0.55,1251.0,4310.0,False,183.71838628029337
2020-08-12 13:31:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,980.0,2982.230224609375,True,False,False,False,False,True,0.55,1342.0,4622.0,False,204.30920659279334
2020-08-12 13:38:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,980.0,2912.74462890625,True,False,False,False,False,True,0.55,1311.0,4515.0,False,197.2188396843112
2020-08-04 09:50:00,Ocean,New Jersey,Tornado,1,0,0.0,0.5,8,0,1,1,2510.0,4476.5,11575.899999999981,1675.0,1235,45,1063.9,0.483,628,668132,196652.0,6898.609375,True,False,True,True,True,False,0.65,2415.0,11383.0,False,96.49197090545736
2020-08-12 14:33:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,980.0,2912.74462890625,True,False,False,False,False,True,0.55,1311.0,4515.0,False,197.2188396843112
2020-08-02 07:06:00,Bucks,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2167.0,3708.0,10131.799999999992,1431.0,949,50,1074.1,0.515,604,648778,325.0,5937.26220703125,True,False,False,False,False,True,0.55,2672.0,9203.0,False,1726.8499098557693
2020-08-03 19:16:00,Monmouth,New Jersey,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2050.5,3662.5,11675.0,1400.0,1196,38,1367.3,0.501,472,645354,202864.0,3750.442138671875,True,False,True,True,True,False,0.55,1688.0,5813.0,False,98.15125298787765
2020-08-12 13:11:00,Ocean,New Jersey,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2510.0,4476.5,11575.899999999981,1675.0,1235,45,1063.9,0.483,628,668132,897.0,6103.7744140625,True,False,False,False,False,True,0.55,2747.0,9461.0,False,580.4653750348383
2020-08-27 19:47:00,Bucks,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2167.0,3708.0,10131.799999999992,1431.0,949,50,1074.1,0.515,604,648778,17283.0,4666.25830078125,True,False,True,True,True,False,0.55,2100.0,7233.0,False,73.00087773661257
2020-08-12 12:05:00,Ocean,New Jersey,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2510.0,4476.5,11575.899999999981,1675.0,1235,45,1063.9,0.483,628,668132,897.0,6961.04443359375,True,False,False,False,False,True,0.55,3132.0,10790.0,False,676.0361687395485
2020-08-12 12:14:00,Ocean,New Jersey,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2510.0,4476.5,11575.899999999981,1675.0,1235,45,1063.9,0.483,628,668132,897.0,5174.7607421875,True,False,False,False,False,True,0.55,2329.0,8021.0,False,476.8964038113155
2020-08-19 08:57:00,Monmouth,New Jersey,Tornado,1,0,0.0,0.5,8,0,1,1,2050.5,3662.5,11675.0,1400.0,1196,38,1367.3,0.501,472,645354,1584.0,29758.375,True,True,True,False,True,False,0.65,10415.0,49101.0,False,1778.6852904040404
2020-08-19 09:16:00,Monmouth,New Jersey,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2050.5,3662.5,11675.0,1400.0,1196,38,1367.3,0.501,472,645354,1584.0,4866.74462890625,True,False,True,False,True,True,0.55,2190.0,7543.0,False,207.24397909761677
2020-08-12 12:30:00,Ocean,New Jersey,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2510.0,4476.5,11575.899999999981,1675.0,1235,45,1063.9,0.483,628,668132,897.0,4604.3974609375,True,False,False,False,False,True,0.55,2072.0,7137.0,False,413.3107537277034
2020-08-07 17:50:00,Bucks,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2167.0,3708.0,10131.799999999992,1431.0,949,50,1074.1,0.515,604,648778,14806.0,4128.86181640625,True,False,True,True,True,False,0.55,1858.0,6400.0,False,72.11359032550149
2020-08-03 19:31:00,Monmouth,New Jersey,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2050.5,3662.5,11675.0,1400.0,1196,38,1367.3,0.501,472,645354,202864.0,4866.74462890625,True,False,True,True,True,False,0.55,2190.0,7543.0,False,97.60098162862496
2020-08-07 16:05:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,24458.0,2745.638916015625,True,False,True,True,True,False,0.55,1236.0,4256.0,False,88.7740660887414
2020-08-07 16:12:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,24458.0,2982.230224609375,True,False,True,True,True,False,0.55,1342.0,4622.0,False,87.80672898597851
2020-08-12 12:54:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,980.0,3000.282470703125,True,False,False,False,False,True,0.55,1350.0,4650.0,False,206.15127252072702
2020-08-12 13:38:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,980.0,2745.638916015625,True,False,False,False,False,True,0.55,1236.0,4256.0,False,180.167236328125
2020-08-07 16:08:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,24458.0,2780.440185546875,True,False,True,True,True,False,0.55,1251.0,4310.0,False,88.63177616507124
2020-08-07 16:40:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,24458.0,2912.74462890625,True,False,True,True,True,False,0.55,1311.0,4515.0,False,88.09083069381694
2020-08-07 16:50:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,24458.0,2780.440185546875,True,False,True,True,True,False,0.55,1251.0,4310.0,False,88.63177616507124
2020-08-19 08:48:00,Monmouth,New Jersey,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2050.5,3662.5,11675.0,1400.0,1196,38,1367.3,0.501,472,645354,1584.0,3750.442138671875,True,False,True,False,True,True,0.55,1688.0,5813.0,False,136.77033703736586
2020-08-12 13:54:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,980.0,2745.638916015625,True,False,False,False,False,True,0.55,1236.0,4256.0,False,180.167236328125
2020-08-12 14:24:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,980.0,3000.282470703125,True,False,False,False,False,True,0.55,1350.0,4650.0,False,206.15127252072702
2020-08-12 14:29:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,980.0,2745.638916015625,True,False,False,False,False,True,0.55,1236.0,4256.0,False,180.167236328125
2020-08-02 06:57:00,Bucks,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2167.0,3708.0,10131.799999999992,1431.0,949,50,1074.1,0.515,604,648778,325.0,6513.88671875,True,False,False,False,False,True,0.55,2931.0,10097.0,False,1904.2728365384614
2020-08-12 12:54:00,Ocean,New Jersey,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2510.0,4476.5,11575.899999999981,1675.0,1235,45,1063.9,0.483,628,668132,897.0,6103.7744140625,True,False,False,False,False,True,0.55,2747.0,9461.0,False,580.4653750348383
2020-08-12 13:01:00,Ocean,New Jersey,Thunderstorm Wind,0,1,50.0,0.5,8,0,1,1,2510.0,4476.5,11575.899999999981,1675.0,1235,45,1063.9,0.483,628,668132,897.0,6001.0869140625,True,False,False,False,False,True,0.55,2700.0,9302.0,False,569.0174932065217
2020-10-07 16:25:00,Hillsborough,New Hampshire,Thunderstorm Wind,0,1,50.0,0.5,10,0,0,1,2125.0,3603.0,17818.0,1454.0,401,65,482.8,0.487,877,423396,1239.0,996.9323120117188,False,False,True,False,False,True,0.55,449.0,1545.0,True,19.537343663299538
2020-11-30 15:28:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,11,0,0,0,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,2033.0,3435.943359375,True,False,True,False,True,True,0.55,1546.0,5326.0,True,69.00852726881456
2020-11-30 15:28:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,11,0,0,0,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,2033.0,3435.943359375,True,False,True,False,True,True,0.55,1546.0,5326.0,True,69.00852726881456
2020-10-07 16:27:00,Hillsborough,New Hampshire,Thunderstorm Wind,0,1,50.0,0.5,10,0,0,1,2125.0,3603.0,17818.0,1454.0,401,65,482.8,0.487,877,423396,1239.0,920.3148803710938,False,False,True,False,False,True,0.55,414.0,1426.0,True,25.72115574083182
2020-10-07 16:27:00,Hillsborough,New Hampshire,Thunderstorm Wind,0,1,50.0,0.5,10,0,0,1,2125.0,3603.0,17818.0,1454.0,401,65,482.8,0.487,877,423396,1239.0,1054.7593994140625,True,False,True,False,True,True,0.55,475.0,1635.0,True,14.870104970616424
2020-10-07 16:50:00,Rockingham,New Hampshire,Thunderstorm Wind,0,1,50.0,0.5,10,0,0,1,2113.0,4102.25,16612.699999999993,1350.5,458,55,460.2,0.422,695,319861,727.0,4396.9677734375,True,False,False,False,False,True,0.55,1979.0,6815.0,False,504.8098725498624
2020-11-30 15:28:00,Chester,Pennsylvania,Thunderstorm Wind,1,0,60.0,0.5,11,0,0,0,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,2033.0,9355.0439453125,True,False,True,False,True,True,0.65,3274.0,15436.0,False,360.15956445216426
2020-11-30 15:29:00,Chester,Pennsylvania,Thunderstorm Wind,0,1,50.0,0.5,11,0,0,0,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,2033.0,3391.146240234375,True,False,True,False,True,True,0.55,1526.0,5256.0,True,66.80502903267954
2020-11-30 12:49:00,Chester,Pennsylvania,Thunderstorm Wind,1,0,60.0,0.5,11,0,0,0,2089.0,3446.0,9478.5,1391.5,943,48,741.7,0.436,750,556280,2033.0,9355.0439453125,True,False,True,False,True,True,0.65,3274.0,15436.0,False,360.15956445216426
2020-11-15 15:45:00,Erie,New York,Thunderstorm Wind,0,1,50.0,0.5,11,0,0,0,2051.0,3355.0,12588.0,1377.5,975,38,911.1,0.41,1043,950257,29559.0,1708.7056884765625,True,False,True,True,True,False,0.55,769.0,2648.0,False,94.2193386498983
2020-11-15 15:20:00,Erie,New York,Thunderstorm Wind,0,1,51.0,0.5,11,0,0,0,2051.0,3355.0,12588.0,1377.5,975,38,911.1,0.41,1043,950257,29559.0,31128.732421875,True,True,True,True,True,True,0.55,14008.0,48250.0,True,5.3105058421293005
2020-11-15 15:25:00,Erie,New York,Thunderstorm Wind,0,1,51.0,0.5,11,0,0,0,2051.0,3355.0,12588.0,1377.5,975,38,911.1,0.41,1043,950257,29559.0,29619.888671875,True,True,True,True,True,True,0.55,13329.0,45911.0,True,0.20599029694847593
