storm_date,county,state,event_type,storm_tier,magnitude,predicted_customers,actual_customers,ci_low,ci_high,in_ci,predicted_major,actual_major,major_correct,predicted_critical,actual_critical,critical_correct,pct_error
2020-11-30 16:17:00,Suffolk,Massachusetts,High Wind,MODERATE,53.0,1766,1545.0,618,2914,True,True,True,True,False,False,True,14.3
2020-11-15 15:32:00,Erie,New York,Thunderstorm Wind,MODERATE,51.0,2388,29559.0,836,3940,False,True,True,True,False,True,False,91.9
2020-08-27 15:10:00,New Haven,Connecticut,Thunderstorm Wind,SEVERE,60.0,5738,45158.0,1434,10042,False,True,True,True,False,True,False,87.3
2020-08-27 15:12:00,New Haven,Connecticut,Thunderstorm Wind,SEVERE,70.0,5738,45158.0,1434,10042,False,True,True,True,False,True,False,87.3
2020-08-27 15:15:00,New Haven,Connecticut,Thunderstorm Wind,SEVERE,78.0,5738,45158.0,1434,10042,False,True,True,True,False,True,False,87.3
2020-08-27 15:16:00,New Haven,Connecticut,Thunderstorm Wind,SEVERE,70.0,5738,45158.0,1434,10042,False,True,True,True,False,True,False,87.3
2020-11-30 15:15:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-11-30 15:15:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-12-16 21:00:00,Hartford,Connecticut,Heavy Snow,MODERATE,,1604,195.0,561,2647,False,True,False,False,False,False,True,722.6
2020-11-30 15:19:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-11-30 15:19:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-11-30 15:47:00,Montgomery,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2164,1903.0,757,3571,True,True,True,True,False,False,True,13.7
2020-11-30 15:52:00,Montgomery,Pennsylvania,Tornado,SEVERE,,3536,1903.0,884,6188,True,True,True,True,False,False,True,85.8
2020-12-25 04:41:00,Hartford,Connecticut,High Wind,MODERATE,54.0,2085,644.0,730,3440,False,True,False,False,False,False,True,223.8
2020-08-27 15:38:00,Suffolk,New York,Thunderstorm Wind,MODERATE,52.0,2256,1970.0,790,3722,True,True,True,True,False,False,True,14.5
2020-08-27 15:40:00,Suffolk,New York,Thunderstorm Wind,MODERATE,52.0,2256,1970.0,790,3722,True,True,True,True,False,False,True,14.5
2020-11-30 15:19:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-11-30 15:19:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-11-30 15:53:00,Bucks,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2589,2031.0,906,4272,True,True,True,True,False,False,True,27.5
2020-11-30 15:55:00,Bucks,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2589,2031.0,906,4272,True,True,True,True,False,False,True,27.5
2020-08-27 15:40:00,Suffolk,New York,Thunderstorm Wind,MODERATE,52.0,2256,1970.0,790,3722,True,True,True,True,False,False,True,14.5
2020-08-27 15:40:00,Suffolk,New York,Thunderstorm Wind,MODERATE,52.0,2256,1970.0,790,3722,True,True,True,True,False,False,True,14.5
2020-08-27 16:04:00,Westchester,New York,Thunderstorm Wind,MODERATE,52.0,1724,3835.0,603,2845,False,True,True,True,False,False,True,55.0
2020-08-27 16:16:00,Westchester,New York,Thunderstorm Wind,MODERATE,52.0,1724,3835.0,603,2845,False,True,True,True,False,False,True,55.0
2020-08-27 16:18:00,Westchester,New York,Thunderstorm Wind,SEVERE,61.0,4296,3835.0,1074,7518,True,True,True,True,False,False,True,12.0
2020-11-30 15:20:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-11-30 15:20:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-11-30 15:59:00,Montgomery,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2164,1903.0,757,3571,True,True,True,True,False,False,True,13.7
2020-11-30 16:06:00,Bucks,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2589,2031.0,906,4272,True,True,True,True,False,False,True,27.5
2020-11-15 15:16:00,Erie,New York,Thunderstorm Wind,MODERATE,51.0,2388,29559.0,836,3940,False,True,True,True,False,True,False,91.9
2020-11-30 15:21:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-11-30 15:21:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-11-30 16:10:00,Bucks,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2589,2031.0,906,4272,True,True,True,True,False,False,True,27.5
2020-11-30 16:12:00,Bucks,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2589,2031.0,906,4272,True,True,True,True,False,False,True,27.5
2020-12-16 22:00:00,Suffolk,Massachusetts,Heavy Snow,MODERATE,,1358,813.0,475,2241,True,True,False,False,False,False,True,67.0
2020-11-30 15:22:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-11-30 15:23:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-11-30 16:15:00,Bucks,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2589,2031.0,906,4272,True,True,True,True,False,False,True,27.5
2020-11-15 15:44:00,Erie,New York,Thunderstorm Wind,MODERATE,55.0,2388,29559.0,836,3940,False,True,True,True,False,True,False,91.9
2020-11-30 15:23:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-11-30 15:23:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-08-27 19:26:00,Nassau,New York,Thunderstorm Wind,MODERATE,52.0,2235,4690.0,782,3688,False,True,True,True,False,False,True,52.3
2020-08-27 19:31:00,Nassau,New York,Thunderstorm Wind,MODERATE,52.0,2235,4690.0,782,3688,False,True,True,True,False,False,True,52.3
2020-08-27 16:26:00,Fairfield,Connecticut,Thunderstorm Wind,MODERATE,52.0,2058,3324.0,720,3396,True,True,True,True,False,False,True,38.1
2020-11-30 15:25:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-11-30 15:26:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,2033.0,809,3815,True,True,True,True,False,False,True,13.7
2020-06-06 11:25:00,Cumberland,Maine,Thunderstorm Wind,MODERATE,52.0,2323,702.0,813,3833,False,True,False,False,False,False,True,230.9
2020-06-06 11:55:00,Cumberland,Maine,Thunderstorm Wind,MODERATE,50.0,2323,702.0,813,3833,False,True,False,False,False,False,True,230.9
2020-06-06 12:15:00,York,Maine,Thunderstorm Wind,MODERATE,50.0,2337,1617.0,818,3856,True,True,True,True,False,False,True,44.5
2020-10-07 16:21:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,55.0,2228,44540.0,780,3676,False,True,True,True,False,True,False,95.0
2020-10-07 16:24:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,52.0,2228,44540.0,780,3676,False,True,True,True,False,True,False,95.0
2020-10-07 16:27:00,Worcester,Massachusetts,Thunderstorm Wind,SEVERE,61.0,5412,44540.0,1353,9471,False,True,True,True,False,True,False,87.8
2020-10-07 16:27:00,Middlesex,Massachusetts,Thunderstorm Wind,SEVERE,61.0,5679,27324.0,1420,9938,False,True,True,True,False,True,False,79.2
2020-10-07 15:56:00,Chittenden,Vermont,Thunderstorm Wind,MODERATE,50.0,1838,95.0,643,3033,False,True,False,False,False,False,True,1834.7
2020-06-28 15:15:00,Westchester,New York,Thunderstorm Wind,MODERATE,52.0,1724,2315.0,603,2845,True,True,True,True,False,False,True,25.5
2020-06-28 15:30:00,Westchester,New York,Thunderstorm Wind,MODERATE,52.0,1724,2315.0,603,2845,True,True,True,True,False,False,True,25.5
2020-10-07 16:30:00,Worcester,Massachusetts,Thunderstorm Wind,SEVERE,61.0,5412,44540.0,1353,9471,False,True,True,True,False,True,False,87.8
2020-10-07 16:30:00,Hartford,Connecticut,Thunderstorm Wind,SEVERE,60.0,5586,4645.0,1396,9776,True,True,True,True,False,False,True,20.3
2020-10-07 16:40:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,56.0,2228,44540.0,780,3676,False,True,True,True,False,True,False,95.0
2020-10-07 16:45:00,Worcester,Massachusetts,Thunderstorm Wind,SEVERE,65.0,5412,44540.0,1353,9471,False,True,True,True,False,True,False,87.8
2020-06-28 16:45:00,York,Maine,Thunderstorm Wind,MODERATE,50.0,2337,3859.0,818,3856,False,True,True,True,False,False,True,39.4
2020-06-28 16:55:00,York,Maine,Thunderstorm Wind,MODERATE,50.0,2337,3859.0,818,3856,False,True,True,True,False,False,True,39.4
2020-10-07 16:39:00,Hartford,Connecticut,Thunderstorm Wind,MODERATE,56.0,2085,4645.0,730,3440,False,True,True,True,False,False,True,55.1
2020-10-07 16:45:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,52.0,2228,44540.0,780,3676,False,True,True,True,False,True,False,95.0
2020-10-07 16:45:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,55.0,2228,44540.0,780,3676,False,True,True,True,False,True,False,95.0
2020-10-07 16:45:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,55.0,2228,44540.0,780,3676,False,True,True,True,False,True,False,95.0
2020-06-06 11:50:00,Cumberland,Maine,Thunderstorm Wind,MODERATE,50.0,2323,702.0,813,3833,False,True,False,False,False,False,True,230.9
2020-06-06 11:55:00,Cumberland,Maine,Thunderstorm Wind,MODERATE,50.0,2323,702.0,813,3833,False,True,False,False,False,False,True,230.9
2020-06-06 12:25:00,Cumberland,Maine,Thunderstorm Wind,MODERATE,50.0,2323,702.0,813,3833,False,True,False,False,False,False,True,230.9
2020-10-07 16:45:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,50.0,2228,44540.0,780,3676,False,True,True,True,False,True,False,95.0
2020-10-07 16:46:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,55.0,2228,44540.0,780,3676,False,True,True,True,False,True,False,95.0
2020-10-07 16:50:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,55.0,2228,44540.0,780,3676,False,True,True,True,False,True,False,95.0
2020-06-06 13:40:00,York,Maine,Thunderstorm Wind,MODERATE,50.0,2337,1617.0,818,3856,True,True,True,True,False,False,True,44.5
2020-06-06 13:42:00,York,Maine,Thunderstorm Wind,MODERATE,50.0,2337,1617.0,818,3856,True,True,True,True,False,False,True,44.5
2020-10-07 16:55:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,55.0,2228,44540.0,780,3676,False,True,True,True,False,True,False,95.0
2020-10-07 17:00:00,Middlesex,Massachusetts,Thunderstorm Wind,SEVERE,61.0,5679,27324.0,1420,9938,False,True,True,True,False,True,False,79.2
2020-06-06 13:50:00,York,Maine,Thunderstorm Wind,MODERATE,50.0,2337,1617.0,818,3856,True,True,True,True,False,False,True,44.5
2020-10-07 17:15:00,Middlesex,Massachusetts,Thunderstorm Wind,MODERATE,56.0,2303,27324.0,806,3800,False,True,True,True,False,True,False,91.6
2020-10-07 16:37:00,Middlesex,Massachusetts,Thunderstorm Wind,MODERATE,52.0,2303,27324.0,806,3800,False,True,True,True,False,True,False,91.6
2020-10-07 16:53:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,50.0,2228,44540.0,780,3676,False,True,True,True,False,True,False,95.0
2020-10-07 17:00:00,Suffolk,Massachusetts,Thunderstorm Wind,MODERATE,57.0,1766,4175.0,618,2914,False,True,True,True,False,False,True,57.7
2020-10-07 16:40:00,Worcester,Massachusetts,Thunderstorm Wind,SEVERE,61.0,5412,44540.0,1353,9471,False,True,True,True,False,True,False,87.8
2020-10-07 17:04:00,Providence,Rhode Island,Thunderstorm Wind,MODERATE,52.0,2540,33212.0,889,4191,False,True,True,True,False,True,False,92.4
2020-10-07 17:14:00,Providence,Rhode Island,Thunderstorm Wind,MODERATE,52.0,2540,33212.0,889,4191,False,True,True,True,False,True,False,92.4
2020-10-07 17:07:00,Providence,Rhode Island,Thunderstorm Wind,MODERATE,53.0,2540,33212.0,889,4191,False,True,True,True,False,True,False,92.4
2020-10-07 17:24:00,Providence,Rhode Island,Thunderstorm Wind,MODERATE,53.0,2540,33212.0,889,4191,False,True,True,True,False,True,False,92.4
2020-06-03 12:05:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,56.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-06-03 12:18:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,59.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-06-03 17:55:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 18:00:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 18:00:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 18:02:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 18:04:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-11-15 22:00:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,50.0,2228,3504.0,780,3676,True,True,True,True,False,False,True,36.4
2020-11-15 22:22:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,50.0,2228,3504.0,780,3676,True,True,True,True,False,False,True,36.4
2020-11-15 22:50:00,Middlesex,Massachusetts,Thunderstorm Wind,MODERATE,50.0,2303,1849.0,806,3800,True,True,True,True,False,False,True,24.6
2020-06-06 19:43:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,50.0,2228,6067.0,780,3676,False,True,True,True,False,False,True,63.3
2020-06-06 19:47:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,50.0,2228,6067.0,780,3676,False,True,True,True,False,False,True,63.3
2020-06-06 19:50:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,50.0,2228,6067.0,780,3676,False,True,True,True,False,False,True,63.3
2020-06-06 20:02:00,Middlesex,Massachusetts,Thunderstorm Wind,MODERATE,50.0,2303,3317.0,806,3800,True,True,True,True,False,False,True,30.6
2020-06-03 12:10:00,Monmouth,New Jersey,Thunderstorm Wind,MODERATE,56.0,2579,2823.0,903,4255,True,True,True,True,False,False,True,8.6
2020-06-03 12:19:00,Ocean,New Jersey,Thunderstorm Wind,SEVERE,81.0,7853,30538.0,1963,13743,False,True,True,True,False,True,False,74.3
2020-06-03 18:04:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 18:07:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 18:09:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 18:10:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 18:11:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 18:12:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 18:13:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 10:56:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,58.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-06 20:15:00,Middlesex,Massachusetts,Thunderstorm Wind,MODERATE,50.0,2303,3317.0,806,3800,True,True,True,True,False,False,True,30.6
2020-06-06 20:33:00,Middlesex,Massachusetts,Thunderstorm Wind,MODERATE,50.0,2303,3317.0,806,3800,True,True,True,True,False,False,True,30.6
2020-06-03 12:10:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,56.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-06-03 12:20:00,Ocean,New Jersey,Thunderstorm Wind,SEVERE,80.0,7853,30538.0,1963,13743,False,True,True,True,False,True,False,74.3
2020-06-03 10:59:00,Montgomery,Pennsylvania,Thunderstorm Wind,SEVERE,66.0,5658,121023.0,1414,9902,False,True,True,True,False,True,False,95.3
2020-06-03 11:15:00,Chester,Pennsylvania,Thunderstorm Wind,SEVERE,65.0,5850,70093.0,1462,10238,False,True,True,True,False,True,False,91.7
2020-06-03 11:25:00,Montgomery,Pennsylvania,Thunderstorm Wind,MODERATE,57.0,2164,121023.0,757,3571,False,True,True,True,False,True,False,98.2
2020-06-03 11:25:00,Philadelphia,Pennsylvania,Thunderstorm Wind,MODERATE,59.0,2229,36626.0,780,3678,False,True,True,True,False,True,False,93.9
2020-06-03 11:28:00,Philadelphia,Pennsylvania,Thunderstorm Wind,MODERATE,53.0,2229,36626.0,780,3678,False,True,True,True,False,True,False,93.9
2020-06-03 11:30:00,Bucks,Pennsylvania,Thunderstorm Wind,MODERATE,56.0,2589,58585.0,906,4272,False,True,True,True,False,True,False,95.6
2020-06-03 11:30:00,Philadelphia,Pennsylvania,Thunderstorm Wind,SEVERE,62.0,5240,36626.0,1310,9170,False,True,True,True,False,True,False,85.7
2020-06-03 18:32:00,Philadelphia,Pennsylvania,Thunderstorm Wind,MODERATE,59.0,2229,36626.0,780,3678,False,True,True,True,False,True,False,93.9
2020-06-03 18:15:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 18:20:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 18:20:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 12:15:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,56.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-06-03 18:21:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 11:20:00,Montgomery,Pennsylvania,Thunderstorm Wind,MODERATE,56.0,2164,121023.0,757,3571,False,True,True,True,False,True,False,98.2
2020-06-03 11:23:00,Montgomery,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2164,121023.0,757,3571,False,True,True,True,False,True,False,98.2
2020-06-03 11:24:00,Montgomery,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2164,121023.0,757,3571,False,True,True,True,False,True,False,98.2
2020-06-03 11:25:00,Philadelphia,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2229,36626.0,780,3678,False,True,True,True,False,True,False,93.9
2020-06-23 15:14:00,Erie,New York,Thunderstorm Wind,MODERATE,51.0,2388,2020.0,836,3940,True,True,True,True,False,False,True,18.2
2020-06-27 15:17:00,Middlesex,New Jersey,Thunderstorm Wind,MODERATE,50.0,2136,379.0,748,3524,False,True,False,False,False,False,True,463.6
2020-06-27 15:25:00,Middlesex,New Jersey,Thunderstorm Wind,MODERATE,50.0,2136,379.0,748,3524,False,True,False,False,False,False,True,463.6
2020-06-03 11:58:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,57.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-06-03 15:40:00,Ocean,New Jersey,Thunderstorm Wind,SEVERE,80.0,7853,30538.0,1963,13743,False,True,True,True,False,True,False,74.3
2020-06-03 11:00:00,Montgomery,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2164,121023.0,757,3571,False,True,True,True,False,True,False,98.2
2020-11-15 22:14:00,Worcester,Massachusetts,Thunderstorm Wind,MODERATE,50.0,2228,3504.0,780,3676,True,True,True,True,False,False,True,36.4
2020-06-02 22:09:00,Erie,New York,Thunderstorm Wind,MODERATE,51.0,2388,7814.0,836,3940,False,True,True,True,False,False,True,69.4
2020-06-02 22:12:00,Erie,New York,Thunderstorm Wind,MODERATE,51.0,2388,7814.0,836,3940,False,True,True,True,False,False,True,69.4
2020-06-27 15:30:00,Monmouth,New Jersey,Thunderstorm Wind,MODERATE,50.0,2579,2113.0,903,4255,True,True,True,True,False,False,True,22.1
2020-06-27 15:42:00,Monmouth,New Jersey,Thunderstorm Wind,MODERATE,50.0,2579,2113.0,903,4255,True,True,True,True,False,False,True,22.1
2020-06-27 15:49:00,Monmouth,New Jersey,Thunderstorm Wind,MODERATE,50.0,2579,2113.0,903,4255,True,True,True,True,False,False,True,22.1
2020-06-27 16:01:00,Monmouth,New Jersey,Thunderstorm Wind,MODERATE,50.0,2579,2113.0,903,4255,True,True,True,True,False,False,True,22.1
2020-06-27 16:01:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,50.0,2880,4798.0,1008,4752,False,True,True,True,False,False,True,40.0
2020-06-03 11:54:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,56.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-06-03 12:00:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,51.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-06-03 12:15:00,Ocean,New Jersey,Thunderstorm Wind,SEVERE,68.0,7853,30538.0,1963,13743,False,True,True,True,False,True,False,74.3
2020-06-02 22:24:00,Erie,New York,Thunderstorm Wind,MODERATE,51.0,2388,7814.0,836,3940,False,True,True,True,False,False,True,69.4
2020-06-27 15:28:00,Middlesex,New Jersey,Thunderstorm Wind,MODERATE,50.0,2136,379.0,748,3524,False,True,False,False,False,False,True,463.6
2020-06-03 11:58:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,56.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-06-03 12:02:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,51.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-11-15 14:45:00,Allegheny,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,1943,23118.0,680,3206,False,True,True,True,False,True,False,91.6
2020-06-27 15:36:00,Monmouth,New Jersey,Thunderstorm Wind,MODERATE,50.0,2579,2113.0,903,4255,True,True,True,True,False,False,True,22.1
2020-06-27 15:56:00,Monmouth,New Jersey,Thunderstorm Wind,MODERATE,50.0,2579,2113.0,903,4255,True,True,True,True,False,False,True,22.1
2020-06-27 16:34:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,50.0,2880,4798.0,1008,4752,False,True,True,True,False,False,True,40.0
2020-06-28 16:15:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,383.0,809,3815,False,True,False,False,False,False,True,503.7
2020-06-28 16:31:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,383.0,809,3815,False,True,False,False,False,False,True,503.7
2020-06-03 11:58:00,Ocean,New Jersey,Thunderstorm Wind,SEVERE,61.0,7853,30538.0,1963,13743,False,True,True,True,False,True,False,74.3
2020-06-03 12:05:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,58.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-06-03 12:15:00,Ocean,New Jersey,Thunderstorm Wind,SEVERE,63.0,7853,30538.0,1963,13743,False,True,True,True,False,True,False,74.3
2020-11-15 14:52:00,Allegheny,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,1943,23118.0,680,3206,False,True,True,True,False,True,False,91.6
2020-06-28 16:35:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,2312,383.0,809,3815,False,True,False,False,False,False,True,503.7
2020-06-03 12:00:00,Monmouth,New Jersey,Thunderstorm Wind,MODERATE,56.0,2579,2823.0,903,4255,True,True,True,True,False,False,True,8.6
2020-06-03 12:08:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,55.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-06-03 12:15:00,Ocean,New Jersey,Thunderstorm Wind,SEVERE,77.0,7853,30538.0,1963,13743,False,True,True,True,False,True,False,74.3
2020-06-27 15:32:00,Middlesex,New Jersey,Thunderstorm Wind,MODERATE,50.0,2136,379.0,748,3524,False,True,False,False,False,False,True,463.6
2020-06-27 16:00:00,Monmouth,New Jersey,Thunderstorm Wind,MODERATE,50.0,2579,2113.0,903,4255,True,True,True,True,False,False,True,22.1
2020-06-03 12:00:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,56.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-06-03 12:10:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,57.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-06-03 12:14:00,Ocean,New Jersey,Thunderstorm Wind,SEVERE,76.0,7853,30538.0,1963,13743,False,True,True,True,False,True,False,74.3
2020-11-15 15:03:00,Allegheny,Pennsylvania,Thunderstorm Wind,MODERATE,50.0,1943,23118.0,680,3206,False,True,True,True,False,True,False,91.6
2020-11-15 20:59:00,Hartford,Connecticut,Thunderstorm Wind,MODERATE,50.0,2085,11220.0,730,3440,False,True,True,True,False,True,False,81.4
2020-11-15 21:03:00,Hartford,Connecticut,Thunderstorm Wind,MODERATE,50.0,2085,11220.0,730,3440,False,True,True,True,False,True,False,81.4
2020-11-15 21:42:00,Hartford,Connecticut,Thunderstorm Wind,MODERATE,50.0,2085,11220.0,730,3440,False,True,True,True,False,True,False,81.4
2020-11-15 21:48:00,Hartford,Connecticut,Thunderstorm Wind,MODERATE,50.0,2085,11220.0,730,3440,False,True,True,True,False,True,False,81.4
2020-06-03 12:00:00,Ocean,New Jersey,Thunderstorm Wind,SEVERE,61.0,7853,30538.0,1963,13743,False,True,True,True,False,True,False,74.3
2020-06-03 12:12:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,51.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
2020-06-03 10:53:00,Chester,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2312,70093.0,809,3815,False,True,True,True,False,True,False,96.7
2020-06-03 10:53:00,Montgomery,Pennsylvania,Thunderstorm Wind,MODERATE,52.0,2164,121023.0,757,3571,False,True,True,True,False,True,False,98.2
2020-11-15 22:53:00,Providence,Rhode Island,Thunderstorm Wind,MODERATE,50.0,2540,3531.0,889,4191,True,True,True,True,False,False,True,28.1
2020-06-03 12:00:00,Ocean,New Jersey,Thunderstorm Wind,MODERATE,56.0,2880,30538.0,1008,4752,False,True,True,True,False,True,False,90.6
