county,state,date_only,wind_speed_max,wind_gust_max,wind_dir,precip_sum,rain_sum,snowfall_sum,temp_mean,temp_max,temp_min,soil_moisture_shallow,soil_moisture_deep
York,Maine,2022-10-14,17.3,42.5,159,54.7,54.7,0.0,15.7,17.1,12.1,0.4288,0.3814
Ocean,New Jersey,2022-01-17,25.1,57.0,214,25.3,25.3,0.0,4.3,10.8,-0.3,0.4155,0.4005
Middlesex,New Jersey,2022-01-17,23.7,51.0,205,32.7,32.5,0.14,3.8,9.0,0.2,0.4182,0.41
Middlesex,New Jersey,2022-01-28,9.6,17.9,64,2.5,0.0,1.75,-1.0,1.3,-2.8,0.3596,0.3649
Androscoggin,Maine,2022-01-17,19.2,41.8,113,31.5,11.2,14.21,-1.4,4.6,-11.4,0.3193,0.2415
Hartford,Connecticut,2022-01-28,7.4,14.3,199,0.6,0.0,0.42,-1.6,0.6,-4.6,0.3626,0.3712
Philadelphia,Pennsylvania,2022-01-28,9.7,17.7,56,3.3,0.0,2.31,-0.9,1.7,-2.7,0.3401,0.3449
Suffolk,Massachusetts,2022-01-07,16.5,28.0,314,13.7,0.0,9.59,-1.9,-0.9,-4.9,0.381,0.3911
Suffolk,New York,2022-01-17,43.3,76.7,174,30.8,30.8,0.0,5.5,10.7,1.6,0.4192,0.4168
Fairfield,Connecticut,2022-01-17,24.2,53.0,148,45.4,42.5,2.03,2.6,5.8,-0.2,0.3284,0.3157
Suffolk,Massachusetts,2022-01-28,9.7,16.6,248,0.0,0.0,0.0,-1.1,2.0,-4.9,0.3598,0.3697
Hartford,Connecticut,2022-01-07,15.2,30.0,322,8.4,0.0,5.88,-2.8,-0.2,-11.6,0.3766,0.3858
Suffolk,Massachusetts,2022-01-14,19.3,33.6,344,0.1,0.1,0.0,-0.1,4.5,-8.6,0.3718,0.3827
Suffolk,New York,2022-02-18,34.2,67.1,253,21.4,21.4,0.0,7.4,12.9,-1.9,0.418,0.415
Hartford,Connecticut,2022-05-16,12.3,29.5,186,3.1,3.1,0.0,19.7,26.9,14.5,0.1772,0.1855
Bergen,New Jersey,2022-07-18,12.2,29.1,196,20.5,20.5,0.0,24.6,29.9,22.0,0.1863,0.1325
Androscoggin,Maine,2022-02-03,10.2,21.3,210,9.6,5.3,3.01,2.1,5.4,0.3,0.2983,0.2545
Kennebec,Maine,2022-02-03,10.3,21.5,203,8.3,4.9,2.38,2.7,5.0,0.6,0.437,0.3865
Suffolk,New York,2022-07-14,7.8,22.6,152,5.2,5.2,0.0,23.7,26.4,21.5,0.2251,0.23
Chester,Pennsylvania,2022-02-18,20.8,45.4,269,8.2,8.2,0.0,6.4,14.5,-3.0,0.495,0.486
Suffolk,Massachusetts,2022-02-25,19.5,33.3,70,23.6,0.5,16.17,-2.2,1.2,-8.1,0.3713,0.3843
Androscoggin,Maine,2022-01-29,24.8,54.1,3,20.1,0.0,14.14,-12.8,-8.4,-14.4,0.248,0.2514
Allegheny,Pennsylvania,2022-02-03,11.0,21.3,333,32.8,32.8,0.0,2.5,5.5,-0.1,0.5136,0.5116
Kennebec,Maine,2022-01-29,23.1,54.8,4,23.9,0.0,16.73,-12.9,-8.9,-14.9,0.399,0.3616
Bergen,New Jersey,2022-05-22,12.2,24.8,250,3.9,3.9,0.0,25.1,31.5,20.0,0.2765,0.2782
Westchester,New York,2022-05-22,10.3,20.8,232,0.4,0.4,0.0,24.3,30.9,19.2,0.303,0.3029
Essex,New Jersey,2022-05-27,12.5,27.3,187,13.8,13.8,0.0,19.1,23.8,15.9,0.2787,0.2747
Montgomery,Pennsylvania,2022-05-22,12.8,24.4,241,5.2,5.2,0.0,24.2,30.5,20.0,0.371,0.3665
Chester,Pennsylvania,2022-05-22,11.0,23.7,240,7.3,7.3,0.0,24.0,29.5,20.3,0.4229,0.3986
Bergen,New Jersey,2022-05-28,9.0,22.1,265,18.8,18.8,0.0,19.7,23.1,17.4,0.3518,0.2681
Chittenden,Vermont,2022-05-21,12.2,29.3,177,3.2,3.2,0.0,22.8,30.8,16.7,0.2257,0.2264
Fairfield,Connecticut,2022-05-28,8.1,22.4,256,15.7,15.7,0.0,19.2,24.1,16.2,0.2169,0.1227
Penobscot,Maine,2022-05-22,7.6,17.4,191,23.9,23.9,0.0,17.7,24.8,13.5,0.238,0.1833
Montgomery,Pennsylvania,2022-05-20,15.1,33.8,142,1.2,1.2,0.0,20.4,27.0,12.6,0.3693,0.3701
Philadelphia,Pennsylvania,2022-05-20,11.7,27.7,140,0.8,0.8,0.0,20.6,28.5,14.1,0.3413,0.3219
Bucks,Pennsylvania,2022-05-20,12.0,31.3,135,4.4,4.4,0.0,19.7,27.5,12.1,0.38,0.3754
Monmouth,New Jersey,2022-05-20,9.9,24.2,136,5.0,5.0,0.0,18.5,26.8,11.6,0.2644,0.2597
Androscoggin,Maine,2022-05-22,10.1,25.1,195,11.6,11.6,0.0,19.9,28.6,14.3,0.186,0.1311
Chester,Pennsylvania,2022-04-14,12.7,33.8,241,6.3,6.3,0.0,18.7,25.8,12.4,0.439,0.4542
Philadelphia,Pennsylvania,2022-04-14,15.8,30.0,242,10.8,10.8,0.0,20.1,27.0,13.4,0.337,0.3362
Westchester,New York,2022-07-21,15.6,36.9,208,3.7,3.7,0.0,28.0,33.1,23.5,0.2118,0.1662
Essex,New Jersey,2022-07-21,10.9,30.0,222,2.3,2.3,0.0,28.3,34.7,23.2,0.2313,0.1887
Bergen,New Jersey,2022-07-21,11.0,26.8,214,7.4,7.4,0.0,28.5,34.7,23.8,0.2247,0.1989
Nassau,New York,2022-07-21,11.0,25.9,205,0.1,0.1,0.0,27.7,31.6,23.6,0.2316,0.1914
Suffolk,New York,2022-07-21,17.5,35.1,214,0.4,0.4,0.0,26.3,28.9,23.8,0.2058,0.2056
Hillsborough,New Hampshire,2022-05-16,9.7,23.9,194,27.2,27.2,0.0,18.6,26.7,14.1,0.2011,0.1368
Allegheny,Pennsylvania,2022-01-16,12.6,23.7,78,8.5,0.2,5.81,-5.8,-0.2,-9.2,0.4749,0.4834
Allegheny,Pennsylvania,2022-03-31,19.4,43.6,221,8.5,8.5,0.0,15.7,20.0,7.6,0.4772,0.4588
Bergen,New Jersey,2022-04-14,14.6,30.2,249,2.9,2.9,0.0,19.0,27.9,13.1,0.3313,0.3528
Allegheny,Pennsylvania,2022-05-21,12.1,23.7,225,0.0,0.0,0.0,24.4,30.5,19.0,0.4568,0.4501
Allegheny,Pennsylvania,2022-05-03,9.1,23.5,111,14.0,14.0,0.0,15.4,23.9,8.8,0.4546,0.4363
Monmouth,New Jersey,2022-05-27,13.3,31.8,191,6.7,6.7,0.0,20.8,27.1,16.3,0.1762,0.189
Allegheny,Pennsylvania,2022-03-11,14.0,27.7,254,0.8,0.3,0.35,5.3,13.6,-1.2,0.4753,0.4863
Allegheny,Pennsylvania,2022-03-07,20.8,47.6,239,16.1,16.1,0.0,12.4,18.0,3.2,0.4876,0.462
Suffolk,Massachusetts,2022-03-08,23.8,46.5,286,2.2,2.2,0.0,4.3,15.3,-1.1,0.3985,0.4076
Chester,Pennsylvania,2022-03-31,19.1,41.2,193,10.9,10.9,0.0,14.4,19.5,6.1,0.43,0.4273
Hillsborough,New Hampshire,2022-03-07,21.3,48.8,253,9.8,9.8,0.0,8.3,13.4,4.8,0.3083,0.3022
Rockingham,New Hampshire,2022-03-07,18.8,38.9,248,5.6,5.6,0.0,9.0,14.1,5.8,0.4189,0.4183
Bergen,New Jersey,2022-03-07,17.9,43.0,235,5.0,5.0,0.0,16.7,22.6,10.2,0.3747,0.3768
Essex,New Jersey,2022-03-07,18.7,45.0,232,4.2,4.2,0.0,16.5,21.8,10.1,0.3758,0.3799
Westchester,New York,2022-03-07,18.0,43.0,231,5.2,5.2,0.0,15.3,21.2,8.6,0.3864,0.3793
Bucks,Pennsylvania,2022-03-31,17.1,36.9,194,9.8,9.8,0.0,14.4,19.5,3.8,0.3466,0.3488
Worcester,Massachusetts,2022-03-07,21.0,51.7,246,6.5,6.5,0.0,10.1,14.2,5.2,0.309,0.3129
Middlesex,Massachusetts,2022-03-07,18.4,39.1,234,2.9,2.9,0.0,11.4,15.5,6.2,0.4158,0.4212
Essex,Massachusetts,2022-03-07,17.7,37.1,236,3.9,3.9,0.0,11.6,16.0,7.4,0.42,0.4235
Rockingham,New Hampshire,2022-08-05,9.6,24.2,263,20.6,20.6,0.0,25.6,33.2,21.6,0.2159,0.1878
Hillsborough,New Hampshire,2022-08-05,10.3,23.0,282,12.8,12.8,0.0,25.5,32.8,21.8,0.1122,0.081
Hillsborough,New Hampshire,2022-08-07,12.7,30.9,240,0.5,0.5,0.0,27.2,33.3,22.7,0.1559,0.0779
Rockingham,New Hampshire,2022-08-07,14.9,34.4,237,0.6,0.6,0.0,27.7,34.4,23.6,0.1995,0.181
Fairfield,Connecticut,2022-08-26,7.9,24.8,223,18.5,18.5,0.0,23.1,29.1,19.5,0.1884,0.1219
Erie,New York,2022-08-08,17.1,34.7,226,11.5,11.5,0.0,24.3,26.8,22.8,0.372,0.3588
Erie,New York,2022-08-29,14.5,34.2,198,5.8,5.8,0.0,24.7,30.6,21.6,0.3514,0.3565
Cumberland,Maine,2022-11-30,24.7,52.6,173,27.6,27.6,0.0,7.4,11.8,1.3,0.3941,0.3932
Hartford,Connecticut,2022-08-26,10.5,31.1,195,10.8,10.8,0.0,23.6,31.2,19.9,0.1719,0.1472
Middlesex,Massachusetts,2022-08-26,11.4,34.4,217,2.8,2.8,0.0,23.2,30.2,19.1,0.253,0.181
Middlesex,Massachusetts,2022-08-05,10.0,25.1,242,10.4,10.4,0.0,26.7,36.0,22.0,0.2136,0.1622
Middlesex,Massachusetts,2022-08-07,15.3,33.6,229,2.0,2.0,0.0,27.8,34.2,24.0,0.271,0.1846
Cumberland,Maine,2022-08-26,7.3,19.2,82,2.8,2.8,0.0,20.4,24.4,18.6,0.2962,0.2613
York,Maine,2022-08-26,10.3,23.5,79,1.4,1.4,0.0,21.1,27.0,17.9,0.2771,0.2121
Worcester,Massachusetts,2022-08-26,13.2,30.6,227,4.1,4.1,0.0,22.4,28.4,18.9,0.1681,0.1557
Essex,Massachusetts,2022-08-07,14.6,36.5,235,0.6,0.6,0.0,28.8,35.7,24.9,0.2218,0.1624
Suffolk,Massachusetts,2022-08-07,16.5,32.9,234,0.8,0.8,0.0,28.5,34.4,24.5,0.2636,0.1647
Worcester,Massachusetts,2022-08-07,14.1,33.6,236,5.4,5.4,0.0,26.3,33.0,22.4,0.1055,0.0819
Androscoggin,Maine,2022-11-30,20.6,51.7,156,23.4,23.4,0.0,4.6,11.1,-0.9,0.298,0.292
Chittenden,Vermont,2022-08-26,8.2,23.9,147,20.1,20.1,0.0,18.5,25.4,14.7,0.2508,0.2342
Chittenden,Vermont,2022-08-30,11.7,27.5,196,17.6,17.6,0.0,24.1,29.3,19.2,0.234,0.2275
Worcester,Massachusetts,2022-08-05,9.7,22.8,270,2.3,2.3,0.0,26.1,33.8,20.7,0.1023,0.0906
Hartford,Connecticut,2022-08-07,14.8,31.5,212,4.7,4.7,0.0,27.7,33.5,23.4,0.2075,0.1733
Allegheny,Pennsylvania,2022-06-22,8.6,23.7,237,28.7,28.7,0.0,24.3,31.3,20.5,0.4212,0.3959
New Haven,Connecticut,2022-08-23,6.7,18.6,221,4.9,4.9,0.0,22.6,27.6,18.7,0.2635,0.181
Hillsborough,New Hampshire,2022-07-12,14.2,35.6,222,0.2,0.2,0.0,24.8,32.3,19.0,0.079,0.0673
Cumberland,Maine,2022-07-12,16.9,36.0,199,0.1,0.1,0.0,23.1,27.7,19.2,0.1833,0.1846
Chester,Pennsylvania,2022-08-04,9.5,19.5,220,9.4,9.4,0.0,26.9,34.2,21.9,0.3568,0.3334
Montgomery,Pennsylvania,2022-08-04,10.4,25.5,224,3.0,3.0,0.0,27.9,35.4,21.9,0.2419,0.2349
Erie,New York,2022-07-24,16.5,32.0,222,2.3,2.3,0.0,24.6,28.7,21.5,0.3259,0.3405
Chittenden,Vermont,2022-07-21,13.3,33.1,198,1.6,1.6,0.0,25.9,30.4,22.1,0.2175,0.2308
Monmouth,New Jersey,2022-07-02,10.0,23.3,231,22.5,22.5,0.0,26.0,30.2,24.0,0.196,0.1659
Chester,Pennsylvania,2022-07-02,9.4,24.2,226,6.5,6.5,0.0,24.9,30.9,21.6,0.3377,0.3434
Monmouth,New Jersey,2022-08-05,9.2,21.3,243,0.8,0.8,0.0,27.4,33.2,22.7,0.121,0.1186
Chester,Pennsylvania,2022-07-01,11.9,25.9,210,2.2,2.2,0.0,25.6,31.7,20.5,0.3061,0.3455
Allegheny,Pennsylvania,2022-07-25,12.8,27.1,276,11.3,11.3,0.0,25.1,29.1,20.0,0.4482,0.3856
Allegheny,Pennsylvania,2022-07-23,13.3,29.1,207,0.4,0.4,0.0,24.9,32.5,19.0,0.3985,0.3833
York,Maine,2022-07-21,13.5,32.2,205,1.0,1.0,0.0,26.8,32.3,22.6,0.2383,0.1888
Hillsborough,New Hampshire,2022-07-25,11.9,30.0,238,1.6,1.6,0.0,25.5,29.0,20.5,0.097,0.0792
Rockingham,New Hampshire,2022-07-25,12.3,30.6,231,0.8,0.8,0.0,26.6,29.2,22.2,0.1748,0.1642
Cumberland,Maine,2022-07-25,12.1,27.3,226,6.3,6.3,0.0,25.6,29.8,21.5,0.2253,0.1948
Kennebec,Maine,2022-12-16,12.8,27.5,47,9.3,0.6,6.09,0.1,1.5,-1.8,0.3655,0.3701
Androscoggin,Maine,2022-12-16,13.8,28.6,49,16.4,0.3,11.27,-0.1,1.4,-1.9,0.2422,0.2477
Hillsborough,New Hampshire,2022-11-30,17.3,45.9,186,13.0,13.0,0.0,4.0,11.0,-2.2,0.2751,0.2611
Suffolk,New York,2022-09-25,17.3,34.4,223,0.7,0.7,0.0,18.2,22.0,13.5,0.2619,0.2163
Nassau,New York,2022-09-25,15.0,30.9,212,2.7,2.7,0.0,16.9,22.3,11.1,0.2693,0.2506
Middlesex,Massachusetts,2022-09-13,8.9,20.8,165,11.9,11.9,0.0,20.5,23.2,18.6,0.3505,0.308
Hillsborough,New Hampshire,2022-09-13,8.3,21.7,177,17.2,17.2,0.0,19.0,21.3,17.0,0.2137,0.1816
Suffolk,Massachusetts,2022-12-23,25.5,51.2,158,30.8,30.8,0.0,8.0,13.3,-4.0,0.4306,0.415
Hillsborough,New Hampshire,2022-12-23,20.7,54.6,150,66.1,64.5,1.12,5.1,10.4,-7.2,0.3593,0.3457
Rockingham,New Hampshire,2022-12-23,21.6,52.6,147,50.8,50.1,0.49,6.8,11.6,-5.0,0.4325,0.4225
Hillsborough,New Hampshire,2022-07-21,13.9,34.4,223,5.2,5.2,0.0,27.2,33.5,22.6,0.143,0.0791
Monmouth,New Jersey,2022-07-16,7.2,18.8,131,4.3,4.3,0.0,23.0,28.3,19.2,0.1095,0.1243
Chester,Pennsylvania,2022-07-28,11.1,24.8,241,0.7,0.7,0.0,25.8,31.9,21.4,0.4126,0.33
Cumberland,Maine,2022-07-21,13.7,30.6,193,0.7,0.7,0.0,25.3,28.5,22.0,0.2577,0.2078
Worcester,Massachusetts,2022-07-21,15.8,37.6,225,2.1,2.1,0.0,26.9,33.4,22.1,0.1026,0.063
Middlesex,Massachusetts,2022-07-21,14.0,38.7,215,2.6,2.6,0.0,28.5,35.0,23.4,0.1877,0.1513
Hartford,Connecticut,2022-07-21,15.4,35.8,199,1.0,1.0,0.0,28.2,35.0,22.6,0.2052,0.1721
Kennebec,Maine,2022-07-14,8.7,22.8,341,3.3,3.3,0.0,21.2,28.5,18.0,0.189,0.171
Rockingham,New Hampshire,2022-07-17,9.3,21.3,197,1.2,1.2,0.0,24.5,31.1,18.1,0.1728,0.1685
Erie,New York,2022-07-20,14.0,33.8,219,3.0,3.0,0.0,25.9,30.5,21.4,0.3824,0.3856
Middlesex,New Jersey,2022-06-01,9.5,20.1,83,14.4,14.4,0.0,19.5,23.6,16.4,0.2638,0.2935
Ocean,New Jersey,2022-06-02,7.9,19.0,226,15.5,15.5,0.0,21.8,29.2,17.0,0.264,0.2641
Erie,New York,2022-06-22,13.4,26.4,240,1.3,1.3,0.0,24.3,28.6,20.7,0.3215,0.3278
Monmouth,New Jersey,2022-06-09,14.7,33.3,255,10.4,10.4,0.0,23.4,28.9,19.0,0.2103,0.1436
Ocean,New Jersey,2022-06-09,16.6,34.4,252,10.1,10.1,0.0,24.2,29.2,19.0,0.243,0.2041
Allegheny,Pennsylvania,2022-08-29,10.9,26.4,190,3.9,3.9,0.0,25.0,31.8,20.6,0.3561,0.3788
New Haven,Connecticut,2022-07-21,13.6,32.9,202,1.5,1.5,0.0,27.8,32.6,22.8,0.2007,0.1894
Suffolk,New York,2022-07-26,13.5,28.0,260,1.1,1.1,0.0,24.1,27.8,21.4,0.1978,0.1935
Allegheny,Pennsylvania,2022-12-23,22.9,47.9,245,5.6,3.6,1.4,-10.3,4.7,-19.6,0.4925,0.4815
Hillsborough,New Hampshire,2023-06-26,8.9,24.8,133,17.5,17.5,0.0,20.2,24.6,17.9,0.2531,0.206
Rockingham,New Hampshire,2023-07-18,9.1,24.8,208,7.5,7.5,0.0,23.8,28.2,20.5,0.375,0.3797
Hillsborough,New Hampshire,2023-07-18,8.4,26.6,208,3.8,3.8,0.0,23.3,27.6,20.0,0.2507,0.2617
Essex,Massachusetts,2023-09-08,8.1,21.0,211,5.7,5.7,0.0,23.9,30.0,20.9,0.2317,0.239
Worcester,Massachusetts,2023-09-08,7.5,25.9,217,4.0,4.0,0.0,22.0,27.5,19.9,0.142,0.1556
Middlesex,Massachusetts,2023-09-08,9.0,25.1,209,2.5,2.5,0.0,23.6,30.4,20.7,0.2623,0.2564
Philadelphia,Pennsylvania,2023-06-25,7.4,15.9,225,5.6,5.6,0.0,23.5,29.5,18.5,0.3078,0.2012
Chester,Pennsylvania,2023-06-25,6.7,17.4,249,5.8,5.8,0.0,23.0,29.3,17.6,0.4292,0.3104
Middlesex,New Jersey,2023-06-17,15.0,31.3,314,0.0,0.0,0.0,20.3,26.8,13.9,0.2113,0.157
Ocean,New Jersey,2023-06-16,10.0,21.5,188,2.1,2.1,0.0,19.8,26.0,15.8,0.2077,0.1675
Chittenden,Vermont,2023-07-09,5.5,13.9,141,15.1,15.1,0.0,21.8,26.8,18.7,0.2232,0.1893
Bucks,Pennsylvania,2023-06-27,7.2,19.2,165,16.5,16.5,0.0,20.8,27.6,17.5,0.3724,0.2794
Philadelphia,Pennsylvania,2023-06-27,11.3,25.1,184,10.4,10.4,0.0,21.8,27.9,18.8,0.3537,0.2763
Montgomery,Pennsylvania,2023-06-27,7.2,21.0,172,12.0,12.0,0.0,21.3,27.9,17.6,0.3834,0.3149
Chester,Pennsylvania,2023-06-27,8.5,23.5,181,10.4,10.4,0.0,20.7,27.1,17.3,0.4674,0.4046
Chittenden,Vermont,2023-07-13,13.9,32.9,151,2.5,2.5,0.0,20.7,27.5,15.9,0.2575,0.2679
Hartford,Connecticut,2023-09-08,10.8,22.1,184,31.9,31.9,0.0,22.7,29.1,20.2,0.2864,0.2413
Suffolk,New York,2023-07-29,12.8,28.2,235,3.2,3.2,0.0,27.2,30.2,24.5,0.2525,0.2673
Fairfield,Connecticut,2023-07-29,13.9,30.9,269,7.8,7.8,0.0,25.4,30.8,18.6,0.2027,0.201
New Haven,Connecticut,2023-07-29,11.2,28.2,257,17.4,17.4,0.0,25.3,30.3,20.8,0.3498,0.3032
Fairfield,Connecticut,2023-07-27,13.6,33.3,222,5.3,5.3,0.0,25.3,32.1,20.4,0.2223,0.2208
New Haven,Connecticut,2023-07-27,15.0,35.6,220,2.5,2.5,0.0,25.8,31.5,21.9,0.3252,0.3103
Monmouth,New Jersey,2023-04-01,15.2,39.1,232,20.8,20.8,0.0,15.7,20.8,11.8,0.2798,0.2533
Westchester,New York,2023-07-13,11.9,28.9,177,0.4,0.4,0.0,25.2,30.0,20.2,0.2755,0.3013
Ocean,New Jersey,2023-04-01,20.0,46.1,230,18.5,18.5,0.0,16.3,19.4,12.4,0.3705,0.3309
New Haven,Connecticut,2023-07-21,10.0,23.0,172,9.9,9.9,0.0,21.9,25.1,19.4,0.3424,0.3176
Worcester,Massachusetts,2023-07-13,12.9,28.2,203,6.8,6.8,0.0,23.6,28.0,19.4,0.2129,0.2376
Hartford,Connecticut,2023-07-16,13.2,27.5,174,38.5,38.5,0.0,22.9,24.1,21.5,0.4062,0.2823
Nassau,New York,2023-07-29,11.5,31.8,237,12.0,12.0,0.0,26.7,30.9,22.1,0.3343,0.3333
Middlesex,Massachusetts,2023-07-21,7.2,22.8,179,6.7,6.7,0.0,21.5,26.0,18.6,0.316,0.3203
Hartford,Connecticut,2023-07-02,11.5,26.4,172,13.6,13.6,0.0,22.1,28.3,18.4,0.2578,0.1893
Providence,Rhode Island,2023-09-13,10.3,21.0,200,10.9,10.9,0.0,20.5,23.2,17.6,0.3568,0.2914
Worcester,Massachusetts,2023-07-16,13.9,30.2,185,30.4,30.4,0.0,21.4,22.5,20.0,0.2982,0.2567
Essex,Massachusetts,2023-07-24,8.0,19.7,226,1.4,1.4,0.0,23.5,29.6,17.8,0.2862,0.2945
Hartford,Connecticut,2023-07-27,15.2,37.8,207,19.1,19.1,0.0,25.1,31.2,20.9,0.361,0.3344
Worcester,Massachusetts,2023-07-21,9.6,24.2,191,13.9,13.9,0.0,19.7,24.3,17.1,0.2113,0.2039
Providence,Rhode Island,2023-07-29,9.8,23.3,249,27.1,27.1,0.0,25.1,30.5,21.4,0.3489,0.2958
Providence,Rhode Island,2023-07-27,15.6,37.4,216,1.7,1.7,0.0,25.5,31.0,20.9,0.3187,0.288
Hartford,Connecticut,2023-02-27,8.8,17.9,357,1.2,0.0,0.84,-0.4,3.4,-4.2,0.378,0.3864
Middlesex,New Jersey,2023-04-01,17.1,38.5,230,19.3,19.3,0.0,15.7,20.7,11.6,0.3852,0.369
Androscoggin,Maine,2023-01-22,9.2,19.7,229,2.1,0.0,1.47,-4.5,0.5,-8.9,0.2535,0.2621
Kennebec,Maine,2023-01-22,8.6,20.8,208,2.1,0.0,1.47,-4.4,1.0,-9.1,0.3774,0.3863
Androscoggin,Maine,2023-01-25,10.1,22.1,24,4.0,0.0,2.8,-5.6,-2.3,-9.1,0.244,0.2501
Androscoggin,Maine,2023-01-19,12.7,26.4,342,0.1,0.0,0.07,0.2,3.2,-3.5,0.2703,0.282
Kennebec,Maine,2023-01-19,9.7,19.5,339,0.0,0.0,0.0,-0.1,3.0,-3.2,0.3954,0.405
Androscoggin,Maine,2023-02-28,14.9,31.3,77,8.5,0.0,5.95,-4.8,-0.9,-8.3,0.2435,0.2488
Kennebec,Maine,2023-02-28,13.8,30.2,85,6.9,0.0,4.83,-4.9,-0.6,-8.8,0.3648,0.3691
Providence,Rhode Island,2023-08-18,9.0,23.5,247,1.9,1.9,0.0,22.3,27.0,19.1,0.3596,0.352
Androscoggin,Maine,2023-03-04,12.8,27.5,46,19.9,0.0,13.93,-1.7,-0.8,-2.8,0.2377,0.2415
Kennebec,Maine,2023-03-04,11.5,25.9,45,12.4,0.0,8.68,-2.0,-0.4,-3.8,0.3605,0.362
Kennebec,Maine,2023-03-14,24.3,52.1,31,17.2,0.1,11.97,0.5,1.9,-0.2,0.3955,0.3897
Erie,New York,2023-04-16,23.1,47.4,216,10.9,10.9,0.0,17.8,26.0,8.1,0.3338,0.3417
Erie,New York,2023-04-01,27.7,57.7,236,17.4,17.4,0.0,9.3,14.3,0.2,0.4252,0.4247
Allegheny,Pennsylvania,2023-04-05,15.3,31.1,201,0.5,0.5,0.0,19.8,27.6,12.9,0.4386,0.4595
Allegheny,Pennsylvania,2023-04-01,22.6,57.7,241,19.8,19.8,0.0,12.1,18.5,4.3,0.503,0.5095
Worcester,Massachusetts,2023-06-27,13.2,30.6,169,6.4,6.4,0.0,19.9,22.8,17.9,0.2395,0.176
Hartford,Connecticut,2023-08-18,9.9,21.3,236,3.0,3.0,0.0,22.7,27.2,18.4,0.3874,0.3656
Hartford,Connecticut,2023-03-13,10.0,20.6,78,10.8,10.6,0.14,2.8,5.8,0.8,0.3899,0.3907
Middlesex,Massachusetts,2023-06-02,8.9,19.5,340,7.1,7.1,0.0,22.1,30.0,14.0,0.1955,0.2283
Providence,Rhode Island,2023-06-27,15.3,31.8,168,6.8,6.8,0.0,21.0,23.4,19.4,0.3641,0.2947
Bergen,New Jersey,2023-06-25,7.4,21.3,197,2.2,2.2,0.0,23.2,28.9,18.9,0.288,0.1777
Westchester,New York,2023-06-02,8.7,21.7,18,0.7,0.7,0.0,23.7,33.6,15.3,0.1607,0.2038
Montgomery,Pennsylvania,2023-06-06,14.9,35.3,301,0.4,0.4,0.0,20.4,27.0,12.2,0.12,0.1497
Bucks,Pennsylvania,2023-06-26,9.2,27.7,132,10.9,10.9,0.0,21.9,27.8,19.3,0.3268,0.246
Chester,Pennsylvania,2023-06-16,7.1,21.3,232,9.3,9.3,0.0,18.6,23.8,14.6,0.3533,0.275
Montgomery,Pennsylvania,2023-06-16,7.3,20.6,137,16.3,16.3,0.0,18.2,25.9,12.9,0.2654,0.1737
Chester,Pennsylvania,2023-06-26,9.3,30.2,169,19.1,19.1,0.0,22.0,28.2,19.2,0.424,0.3102
Montgomery,Pennsylvania,2023-06-26,10.1,27.1,136,14.3,14.3,0.0,22.2,28.0,19.9,0.377,0.2755
Erie,New York,2023-06-26,12.3,25.1,188,12.5,12.5,0.0,21.3,25.1,18.8,0.3817,0.3165
Allegheny,Pennsylvania,2023-06-26,11.0,26.4,201,24.1,24.1,0.0,21.0,24.8,18.3,0.4728,0.4493
Philadelphia,Pennsylvania,2023-04-01,19.1,40.0,230,17.6,17.6,0.0,15.7,19.6,10.4,0.3501,0.3226
Hillsborough,New Hampshire,2023-06-02,7.3,24.6,349,18.7,18.7,0.0,23.2,30.4,14.4,0.0928,0.0986
Cumberland,Maine,2023-06-02,9.4,22.6,48,14.3,14.3,0.0,19.6,28.4,13.4,0.2673,0.2815
Bucks,Pennsylvania,2023-04-01,14.8,37.4,235,18.9,18.9,0.0,14.8,20.4,9.9,0.3819,0.351
Montgomery,Pennsylvania,2023-04-01,14.9,37.1,232,14.3,14.3,0.0,15.1,21.2,9.2,0.3747,0.3478
Chester,Pennsylvania,2023-04-01,18.2,41.2,231,10.4,10.4,0.0,14.6,20.4,8.6,0.4315,0.4098
Worcester,Massachusetts,2023-08-18,9.3,21.0,277,16.7,16.7,0.0,19.6,25.3,16.2,0.2827,0.2622
Providence,Rhode Island,2023-07-04,7.2,18.1,132,26.8,26.8,0.0,22.3,26.2,20.4,0.3924,0.3469
Erie,New York,2023-07-20,10.8,27.3,203,12.3,12.3,0.0,21.8,27.5,17.4,0.3367,0.3321
Bucks,Pennsylvania,2023-07-10,8.9,21.3,319,0.0,0.0,0.0,23.1,28.7,19.8,0.3575,0.2994
Erie,New York,2023-07-31,9.4,22.6,283,6.4,6.4,0.0,19.0,21.8,16.5,0.3704,0.3489
Erie,New York,2023-07-26,12.4,24.2,212,0.1,0.1,0.0,24.5,29.1,19.5,0.315,0.3215
Suffolk,Massachusetts,2023-07-27,18.7,41.4,219,0.9,0.9,0.0,26.1,31.8,21.4,0.1737,0.242
Suffolk,Massachusetts,2023-07-25,11.4,22.6,218,13.5,13.5,0.0,22.9,29.1,18.8,0.2389,0.2655
Rockingham,New Hampshire,2023-07-16,12.0,27.1,181,33.5,33.5,0.0,22.4,22.9,21.6,0.415,0.3938
Worcester,Massachusetts,2023-07-25,7.7,17.9,233,4.6,4.6,0.0,21.6,27.2,18.0,0.1617,0.1732
Middlesex,Massachusetts,2023-07-25,9.6,21.7,214,11.7,11.7,0.0,22.2,28.2,18.5,0.2895,0.2868
