county,state,date_only,wind_speed_max,wind_gust_max,wind_dir,precip_sum,rain_sum,snowfall_sum,temp_mean,temp_max,temp_min,soil_moisture_shallow,soil_moisture_deep
Suffolk,Massachusetts,2020-06-28,10.1,20.6,223,5.5,5.5,0.0,22.6,29.2,17.9,0.1282,0.1613
Suffolk,New York,2020-08-25,13.5,30.2,268,0.0,0.0,0.0,27.0,31.2,23.3,0.2778,0.2721
Hillsborough,New Hampshire,2020-05-15,12.7,37.8,234,6.9,6.9,0.0,17.0,24.8,10.0,0.1367,0.1287
Worcester,Massachusetts,2020-06-28,8.5,20.8,243,9.3,9.3,0.0,20.3,27.0,16.0,0.1695,0.0646
Hartford,Connecticut,2020-06-29,9.2,21.7,354,4.2,4.2,0.0,20.9,25.2,17.1,0.3449,0.2059
Fairfield,Connecticut,2020-08-03,9.6,24.4,238,0.9,0.9,0.0,27.4,32.7,23.0,0.1235,0.1118
Suffolk,New York,2020-08-03,18.2,35.8,227,0.0,0.0,0.0,27.6,29.9,25.5,0.2564,0.2084
Nassau,New York,2020-08-03,10.9,22.1,229,1.3,1.3,0.0,27.0,30.2,23.6,0.2832,0.2439
Bergen,New Jersey,2020-08-12,7.2,18.1,239,6.6,6.6,0.0,26.6,32.3,22.6,0.1863,0.2243
Chester,Pennsylvania,2020-02-07,20.4,51.5,257,17.5,17.4,0.07,5.2,11.9,0.3,0.5088,0.5128
Suffolk,Massachusetts,2020-02-07,29.3,52.1,281,6.5,6.5,0.0,3.6,12.1,-1.9,0.4102,0.3825
Montgomery,Pennsylvania,2020-02-07,19.9,51.9,256,16.7,16.7,0.0,5.6,12.9,1.2,0.4278,0.4249
Middlesex,New Jersey,2020-02-07,23.9,51.0,263,11.1,11.1,0.0,5.9,13.9,1.6,0.423,0.4214
Philadelphia,Pennsylvania,2020-02-07,22.4,51.7,254,14.8,14.8,0.0,6.5,13.9,1.8,0.426,0.424
Bucks,Pennsylvania,2020-02-07,19.5,51.2,258,15.2,15.0,0.14,5.4,13.4,1.1,0.427,0.4287
Erie,New York,2020-06-10,14.3,33.6,191,0.5,0.5,0.0,27.2,31.5,23.3,0.3239,0.3458
Monmouth,New Jersey,2020-02-07,22.1,59.3,246,10.1,10.1,0.0,6.7,15.4,1.8,0.3132,0.3039
Ocean,New Jersey,2020-02-07,26.3,69.6,242,11.2,11.2,0.0,8.1,16.4,2.7,0.4218,0.4088
Middlesex,Massachusetts,2020-07-02,6.4,17.4,272,3.0,3.0,0.0,22.9,29.6,17.0,0.3369,0.2939
Worcester,Massachusetts,2020-07-02,6.9,21.7,295,1.1,1.1,0.0,22.1,28.9,16.1,0.2352,0.219
Montgomery,Pennsylvania,2020-07-06,7.6,23.3,211,5.9,5.9,0.0,26.0,34.0,21.7,0.24,0.1914
Middlesex,New Jersey,2020-07-22,11.2,24.2,226,1.7,1.7,0.0,28.8,35.7,24.4,0.1642,0.2039
Chester,Pennsylvania,2020-07-22,8.6,22.4,227,3.3,3.3,0.0,27.1,33.8,23.0,0.3135,0.3483
Middlesex,New Jersey,2020-07-24,9.8,21.5,19,12.7,12.7,0.0,24.1,25.6,22.1,0.3186,0.2155
Bergen,New Jersey,2020-07-06,7.8,25.5,94,0.8,0.8,0.0,26.2,34.2,20.0,0.1493,0.1402
Nassau,New York,2020-07-06,9.7,21.9,132,0.5,0.5,0.0,25.5,32.0,21.0,0.2615,0.2375
Westchester,New York,2020-07-06,9.2,25.9,59,0.7,0.7,0.0,26.0,33.6,20.8,0.2274,0.1868
Middlesex,Massachusetts,2020-07-05,5.9,15.9,200,2.6,2.6,0.0,22.5,29.2,17.7,0.273,0.273
Bucks,Pennsylvania,2020-07-06,6.7,22.4,231,7.4,7.4,0.0,26.0,33.2,21.7,0.2126,0.1745
Chester,Pennsylvania,2020-07-23,9.8,25.7,216,5.0,5.0,0.0,25.6,30.8,22.0,0.3554,0.3524
Westchester,New York,2020-07-08,7.2,19.5,174,6.0,6.0,0.0,23.5,26.4,21.1,0.2554,0.186
Bergen,New Jersey,2020-07-22,10.3,26.4,182,7.6,7.6,0.0,27.2,33.3,23.1,0.1373,0.2009
Essex,Massachusetts,2020-07-05,5.6,18.3,177,2.0,2.0,0.0,22.2,28.2,17.2,0.2588,0.2462
Montgomery,Pennsylvania,2020-07-30,8.5,22.1,243,0.1,0.1,0.0,28.4,35.0,22.1,0.1953,0.2192
Nassau,New York,2020-07-22,8.8,20.6,193,6.9,6.9,0.0,26.8,31.0,23.9,0.2048,0.2164
Ocean,New Jersey,2020-07-06,8.3,25.3,248,2.8,2.8,0.0,27.0,34.4,22.0,0.2047,0.1603
Fairfield,Connecticut,2020-07-30,10.4,25.1,264,0.1,0.1,0.0,26.8,33.1,21.0,0.1039,0.1249
Essex,Massachusetts,2020-07-13,7.3,25.5,233,9.9,9.9,0.0,24.4,28.8,21.8,0.2692,0.206
Montgomery,Pennsylvania,2020-07-22,10.0,23.7,217,2.3,2.3,0.0,27.4,34.3,23.1,0.2184,0.2368
Bucks,Pennsylvania,2020-07-22,10.4,26.6,239,1.3,1.3,0.0,27.9,34.8,23.0,0.1775,0.201
Bucks,Pennsylvania,2020-07-30,7.8,21.7,245,0.0,0.0,0.0,28.2,34.4,22.1,0.2002,0.1977
New Haven,Connecticut,2020-07-30,10.1,26.6,233,0.0,0.0,0.0,27.0,33.0,21.9,0.1707,0.1922
Chester,Pennsylvania,2020-07-06,8.7,23.5,201,10.9,10.9,0.0,25.7,32.0,21.6,0.3056,0.2842
Monmouth,New Jersey,2020-07-30,9.0,21.7,239,0.0,0.0,0.0,28.1,34.3,22.9,0.1605,0.1767
Middlesex,New Jersey,2020-07-31,7.3,16.6,60,24.4,24.4,0.0,24.0,26.5,22.2,0.3262,0.2283
Worcester,Massachusetts,2020-07-22,5.8,26.2,75,20.4,20.4,0.0,23.2,27.9,20.3,0.1237,0.1126
Hartford,Connecticut,2020-07-23,8.6,26.2,222,3.0,3.0,0.0,26.1,30.5,22.4,0.2222,0.1961
Monmouth,New Jersey,2020-07-06,8.2,21.3,242,4.4,4.4,0.0,26.6,34.3,22.2,0.1697,0.1567
Ocean,New Jersey,2020-07-22,9.5,22.6,223,0.8,0.8,0.0,28.7,34.2,25.0,0.2163,0.1791
Erie,New York,2020-07-16,16.4,32.4,171,22.8,22.8,0.0,23.9,26.2,22.0,0.342,0.3156
Philadelphia,Pennsylvania,2020-07-22,12.3,25.5,226,2.4,2.4,0.0,28.7,34.3,24.8,0.1283,0.1693
Montgomery,Pennsylvania,2020-07-07,6.9,17.4,128,1.1,1.1,0.0,24.7,30.2,20.9,0.3461,0.2551
Middlesex,New Jersey,2020-07-06,8.1,22.1,240,0.2,0.2,0.0,27.0,34.3,22.1,0.2087,0.2035
Middlesex,New Jersey,2020-07-23,11.2,24.4,234,4.1,4.1,0.0,26.4,32.1,23.5,0.2034,0.2021
Monmouth,New Jersey,2020-07-23,8.5,24.6,239,15.2,15.2,0.0,25.9,31.4,23.2,0.2262,0.1557
Middlesex,New Jersey,2020-07-30,9.3,21.0,238,0.0,0.0,0.0,28.9,35.0,23.2,0.194,0.2171
Chittenden,Vermont,2020-07-08,9.4,24.4,188,7.8,7.8,0.0,23.8,30.5,20.0,0.1294,0.1454
Monmouth,New Jersey,2020-07-31,7.0,15.2,54,25.6,25.6,0.0,23.3,25.7,21.5,0.2606,0.2138
Monmouth,New Jersey,2020-07-22,7.4,20.1,224,1.4,1.4,0.0,28.3,35.2,23.5,0.1412,0.146
Philadelphia,Pennsylvania,2020-07-06,8.3,24.4,221,1.4,1.4,0.0,26.8,32.4,23.0,0.1562,0.1127
Montgomery,Pennsylvania,2020-11-15,19.3,56.1,161,8.6,8.6,0.0,9.5,16.5,2.2,0.3823,0.3844
Ocean,New Jersey,2020-11-15,23.1,55.0,175,9.7,9.7,0.0,10.7,18.3,2.3,0.376,0.3865
Worcester,Massachusetts,2020-07-23,9.5,23.5,244,11.0,11.0,0.0,23.5,28.8,21.4,0.2553,0.136
Middlesex,Massachusetts,2020-07-23,9.4,24.4,236,7.7,7.7,0.0,24.7,32.1,20.9,0.2375,0.1895
Chester,Pennsylvania,2020-11-15,19.4,55.3,166,7.0,7.0,0.0,9.6,16.8,3.0,0.4671,0.471
New Haven,Connecticut,2020-07-23,8.9,27.5,229,3.8,3.8,0.0,25.8,30.0,22.2,0.2538,0.2186
Westchester,New York,2020-07-30,9.6,27.3,259,0.0,0.0,0.0,27.2,32.7,21.8,0.1765,0.1904
Suffolk,New York,2020-07-31,7.5,16.6,96,6.5,6.5,0.0,24.0,25.9,22.3,0.2495,0.204
Bucks,Pennsylvania,2020-11-15,19.8,55.0,161,9.9,9.9,0.0,9.0,15.8,2.2,0.381,0.3829
Suffolk,Massachusetts,2020-07-23,10.4,22.6,234,3.5,3.5,0.0,25.6,32.6,23.1,0.1508,0.1703
Chittenden,Vermont,2020-08-11,11.9,30.4,185,1.1,1.1,0.0,25.9,31.8,21.5,0.1865,0.1755
Bergen,New Jersey,2020-08-25,12.7,32.7,282,1.4,1.4,0.0,26.6,34.0,22.1,0.1302,0.1938
Allegheny,Pennsylvania,2020-07-10,10.7,24.6,163,4.2,4.2,0.0,26.2,33.3,22.4,0.3003,0.3087
Middlesex,New Jersey,2020-11-15,23.7,57.9,171,5.9,5.9,0.0,10.4,17.9,3.0,0.3795,0.3801
Monmouth,New Jersey,2020-11-15,20.6,57.5,171,7.8,7.8,0.0,10.6,18.2,3.3,0.27,0.2819
Allegheny,Pennsylvania,2020-07-16,12.9,32.9,182,2.1,2.1,0.0,26.8,31.0,22.0,0.3155,0.3023
Fairfield,Connecticut,2020-08-04,27.1,70.5,164,19.1,19.1,0.0,23.0,24.4,21.4,0.1947,0.1193
Penobscot,Maine,2020-07-27,7.8,21.0,249,10.0,10.0,0.0,24.5,29.3,21.5,0.2697,0.2109
Middlesex,New Jersey,2020-07-03,11.0,23.0,15,1.0,1.0,0.0,26.8,34.8,22.1,0.2565,0.2093
Philadelphia,Pennsylvania,2020-11-15,22.7,55.3,167,6.6,6.6,0.0,10.3,17.4,3.7,0.371,0.3703
Essex,New Jersey,2020-07-03,12.8,30.0,345,10.3,10.3,0.0,26.1,33.0,21.4,0.1845,0.1386
Middlesex,Massachusetts,2020-07-30,10.2,26.4,251,0.6,0.6,0.0,26.2,31.7,21.1,0.1874,0.1883
Essex,Massachusetts,2020-07-30,8.5,25.5,240,3.9,3.9,0.0,25.2,31.0,21.5,0.2149,0.2094
Essex,Massachusetts,2020-07-23,7.2,21.3,241,19.1,19.1,0.0,24.6,32.5,21.0,0.297,0.2009
Allegheny,Pennsylvania,2020-07-09,10.5,23.7,154,0.3,0.3,0.0,27.8,34.3,22.7,0.286,0.3049
Penobscot,Maine,2020-08-25,12.2,29.5,237,4.8,4.8,0.0,21.0,26.0,18.0,0.1845,0.1427
Kennebec,Maine,2020-08-24,4.5,15.9,159,6.0,6.0,0.0,21.8,28.4,17.1,0.219,0.1801
Allegheny,Pennsylvania,2020-08-27,13.1,31.1,248,5.3,5.3,0.0,25.7,30.4,22.8,0.3707,0.2583
Kennebec,Maine,2020-08-25,11.9,30.0,260,1.7,1.7,0.0,22.4,28.0,18.1,0.2178,0.178
Androscoggin,Maine,2020-08-25,11.9,27.1,273,0.8,0.8,0.0,22.6,28.5,17.2,0.1107,0.0886
Erie,New York,2020-08-27,21.3,42.7,236,15.9,15.9,0.0,22.2,24.9,20.3,0.3947,0.3423
York,Maine,2020-08-25,11.9,32.4,274,0.0,0.0,0.0,23.2,29.5,18.5,0.2619,0.2016
Erie,New York,2020-08-04,14.0,27.3,260,11.9,11.9,0.0,21.4,24.0,19.2,0.3873,0.3814
Erie,New York,2020-08-15,9.2,17.0,95,1.1,1.1,0.0,22.9,29.0,18.0,0.2704,0.2996
Erie,New York,2020-08-25,13.7,29.5,272,3.2,3.2,0.0,22.9,26.1,20.0,0.3423,0.2979
Allegheny,Pennsylvania,2020-08-22,7.2,19.0,210,0.1,0.1,0.0,25.4,31.9,19.1,0.2644,0.2588
York,Maine,2020-08-22,5.4,19.9,300,18.4,18.4,0.0,20.0,24.9,16.2,0.241,0.1887
Rockingham,New Hampshire,2020-08-23,8.3,25.5,239,3.8,3.8,0.0,22.4,31.6,16.8,0.2313,0.1781
Hillsborough,New Hampshire,2020-08-23,7.6,22.4,249,4.3,4.3,0.0,22.4,31.0,15.4,0.1295,0.0919
Cumberland,Maine,2020-08-24,7.5,21.5,109,0.0,0.0,0.0,21.9,26.4,18.2,0.1846,0.1888
Hillsborough,New Hampshire,2020-08-24,8.2,21.3,260,0.1,0.1,0.0,24.7,31.5,19.8,0.1279,0.0902
Rockingham,New Hampshire,2020-08-25,14.2,35.3,279,0.4,0.4,0.0,24.7,31.4,19.4,0.2071,0.1778
Suffolk,Massachusetts,2020-09-30,24.4,56.1,210,4.4,4.4,0.0,20.8,23.0,15.5,0.152,0.183
Chester,Pennsylvania,2020-08-07,5.6,15.4,98,20.8,20.8,0.0,22.0,25.9,19.6,0.4984,0.4839
Ocean,New Jersey,2020-08-12,7.9,18.3,214,5.3,5.3,0.0,27.4,33.0,23.8,0.2374,0.2141
Montgomery,Pennsylvania,2020-08-12,7.1,17.2,235,6.6,6.6,0.0,26.1,31.9,23.0,0.3058,0.3125
Chester,Pennsylvania,2020-08-12,6.0,17.4,232,6.7,6.7,0.0,25.3,30.8,22.4,0.4184,0.4266
Ocean,New Jersey,2020-08-04,31.9,72.3,184,16.8,16.8,0.0,25.2,28.2,23.1,0.3326,0.2463
Bucks,Pennsylvania,2020-08-02,11.4,34.7,188,4.8,4.8,0.0,26.2,30.4,22.4,0.3013,0.2162
Monmouth,New Jersey,2020-08-19,5.3,24.4,307,18.2,18.2,0.0,20.8,23.9,18.8,0.2793,0.2549
Bucks,Pennsylvania,2020-08-07,7.3,18.1,72,8.2,8.2,0.0,21.9,26.1,19.5,0.3534,0.3396
Hillsborough,New Hampshire,2020-10-07,17.7,40.7,245,2.5,2.5,0.0,13.8,20.5,10.2,0.1891,0.1705
Chester,Pennsylvania,2020-11-30,15.3,35.8,154,33.5,33.5,0.0,11.5,16.0,5.7,0.491,0.4942
Rockingham,New Hampshire,2020-10-07,17.3,38.9,239,2.2,2.2,0.0,15.0,21.8,11.0,0.233,0.2034
Erie,New York,2020-11-15,32.8,68.9,197,12.9,12.9,0.0,8.3,11.8,3.8,0.397,0.3798
New Haven,Connecticut,2020-08-27,11.1,33.3,252,8.3,8.3,0.0,22.1,32.8,16.5,0.1777,0.1766
Fairfield,Connecticut,2020-08-27,14.1,35.3,265,6.6,6.6,0.0,22.7,33.3,16.8,0.1363,0.1045
Montgomery,Pennsylvania,2020-11-30,17.6,46.5,147,42.0,42.0,0.0,11.9,16.4,5.5,0.41,0.4126
Hartford,Connecticut,2020-11-15,21.7,59.7,168,8.4,8.4,0.0,6.0,15.1,-2.1,0.3631,0.3537
Middlesex,Massachusetts,2020-11-15,19.1,50.8,163,2.8,2.8,0.0,4.0,12.3,-2.0,0.3299,0.31
Suffolk,Massachusetts,2020-11-30,22.1,55.7,150,25.8,25.8,0.0,9.0,16.3,2.2,0.374,0.3666
Hartford,Connecticut,2020-12-16,10.8,21.0,34,4.1,0.0,2.87,-4.1,-1.0,-7.0,0.3738,0.3847
Hartford,Connecticut,2020-12-25,23.0,63.8,170,47.6,47.6,0.0,11.8,15.7,3.3,0.4318,0.4358
Suffolk,New York,2020-08-27,15.3,31.5,241,2.1,2.1,0.0,23.4,30.4,19.8,0.2522,0.2605
Bucks,Pennsylvania,2020-11-30,18.6,48.1,149,43.6,43.6,0.0,11.7,16.2,5.0,0.4104,0.4109
Westchester,New York,2020-08-27,14.5,37.8,248,8.1,8.1,0.0,24.0,33.0,18.3,0.1952,0.1852
Suffolk,Massachusetts,2020-12-16,15.8,28.4,31,0.9,0.0,0.63,-4.9,-1.7,-8.5,0.3595,0.3725
Nassau,New York,2020-08-27,15.5,34.2,244,4.7,4.7,0.0,24.5,33.6,18.2,0.2404,0.2628
Cumberland,Maine,2020-06-06,10.9,26.2,237,6.8,6.8,0.0,22.1,27.2,18.4,0.2658,0.2415
York,Maine,2020-06-06,8.6,22.6,255,16.7,16.7,0.0,22.8,27.7,18.6,0.2404,0.2132
Worcester,Massachusetts,2020-10-07,16.5,43.6,244,2.7,2.7,0.0,13.9,20.8,10.8,0.1951,0.1908
Middlesex,Massachusetts,2020-10-07,16.3,40.0,240,1.2,1.2,0.0,15.8,23.3,12.4,0.2304,0.2002
Chittenden,Vermont,2020-10-07,13.7,37.6,216,10.3,10.3,0.0,12.1,15.1,9.4,0.2532,0.2338
Westchester,New York,2020-06-28,6.8,21.5,215,8.6,8.6,0.0,23.0,28.2,19.4,0.2841,0.1635
Hartford,Connecticut,2020-10-07,14.2,32.4,231,1.3,1.3,0.0,16.0,22.9,12.0,0.2669,0.2739
York,Maine,2020-06-28,9.1,21.0,159,20.0,20.0,0.0,21.1,28.0,17.0,0.2084,0.1865
Suffolk,Massachusetts,2020-10-07,20.2,37.8,239,1.6,1.6,0.0,16.6,24.4,12.8,0.1551,0.1809
Providence,Rhode Island,2020-10-07,18.0,36.5,241,1.2,1.2,0.0,16.7,23.0,12.4,0.2651,0.2121
Ocean,New Jersey,2020-06-03,16.1,35.3,248,6.5,6.5,0.0,23.3,31.0,17.1,0.1929,0.1926
Chester,Pennsylvania,2020-06-03,14.8,37.8,267,1.7,1.7,0.0,24.1,31.7,17.1,0.2937,0.3129
Worcester,Massachusetts,2020-11-15,20.4,63.1,157,6.7,6.7,0.0,3.4,12.2,-2.5,0.2424,0.234
Worcester,Massachusetts,2020-06-06,12.2,31.3,261,0.8,0.8,0.0,22.9,29.8,18.5,0.0818,0.068
Middlesex,Massachusetts,2020-06-06,11.4,28.6,239,1.3,1.3,0.0,23.6,31.0,19.5,0.173,0.1745
Monmouth,New Jersey,2020-06-03,15.6,37.4,250,3.1,3.1,0.0,22.4,31.1,14.8,0.1362,0.109
Montgomery,Pennsylvania,2020-06-03,12.8,35.3,262,3.4,3.4,0.0,23.4,29.9,17.0,0.1909,0.2323
Philadelphia,Pennsylvania,2020-06-03,13.0,37.6,259,3.7,3.7,0.0,24.2,31.8,17.1,0.1468,0.2102
Bucks,Pennsylvania,2020-06-03,15.0,36.2,259,2.6,2.6,0.0,22.6,29.5,15.9,0.2006,0.2406
Erie,New York,2020-06-23,18.6,36.7,208,3.3,3.3,0.0,22.6,28.1,17.5,0.2547,0.2736
Middlesex,New Jersey,2020-06-27,11.2,34.2,237,9.7,9.7,0.0,23.9,29.6,19.6,0.2194,0.2078
Erie,New York,2020-06-02,15.5,32.9,223,5.5,5.5,0.0,16.5,19.7,12.5,0.3744,0.384
Monmouth,New Jersey,2020-06-27,11.0,39.1,237,7.0,7.0,0.0,24.0,30.5,19.6,0.1223,0.1383
Ocean,New Jersey,2020-06-27,16.7,40.5,241,4.7,4.7,0.0,25.0,31.1,20.3,0.203,0.2258
Allegheny,Pennsylvania,2020-11-15,24.5,56.4,209,3.7,3.7,0.0,10.6,16.5,5.6,0.4378,0.4231
Chester,Pennsylvania,2020-06-28,9.2,25.1,268,1.0,1.0,0.0,25.3,30.5,20.6,0.303,0.277
Providence,Rhode Island,2020-11-15,20.6,56.1,164,5.4,5.4,0.0,5.5,14.4,-2.0,0.3507,0.3421
Middlesex,Massachusetts,2020-06-21,6.6,17.4,194,0.1,0.1,0.0,26.6,33.3,20.0,0.1574,0.1512
Westchester,New York,2020-06-03,10.0,27.7,247,3.7,3.7,0.0,19.7,25.4,13.9,0.2276,0.2017
Suffolk,New York,2020-06-03,13.7,32.2,232,4.3,4.3,0.0,19.3,25.1,14.6,0.2862,0.2805
Nassau,New York,2020-06-06,10.6,21.7,266,4.5,4.5,0.0,23.8,29.5,18.6,0.3729,0.2953
Essex,Massachusetts,2020-06-06,10.8,24.8,236,7.4,7.4,0.0,23.4,31.6,19.8,0.2442,0.2224
Allegheny,Pennsylvania,2020-06-10,15.4,34.4,193,2.7,2.7,0.0,27.3,32.3,23.5,0.3177,0.3399
Allegheny,Pennsylvania,2020-06-04,8.7,23.9,212,0.8,0.8,0.0,22.7,29.8,18.2,0.3902,0.3498
Essex,New Jersey,2020-11-15,21.2,63.5,161,7.5,7.5,0.0,7.8,16.3,0.5,0.372,0.3667
Bergen,New Jersey,2020-11-15,21.1,59.1,162,6.4,6.4,0.0,8.8,17.0,2.5,0.3631,0.3598
Allegheny,Pennsylvania,2020-06-21,7.2,17.4,214,0.0,0.0,0.0,24.8,31.1,18.0,0.3446,0.2955
Suffolk,New York,2020-11-15,31.5,69.1,167,3.2,3.2,0.0,10.7,17.2,4.3,0.3922,0.4
Nassau,New York,2020-11-15,27.0,60.6,164,8.0,8.0,0.0,9.5,17.2,2.4,0.3812,0.3925
Fairfield,Connecticut,2020-11-15,21.2,60.0,155,8.1,8.1,0.0,7.1,15.6,-0.5,0.271,0.2742
New Haven,Connecticut,2020-11-15,23.4,63.3,167,7.7,7.7,0.0,7.1,15.9,-1.1,0.384,0.3795
Cumberland,Maine,2020-07-11,15.9,34.9,161,17.6,17.6,0.0,22.2,24.9,19.3,0.3635,0.2891
York,Maine,2020-07-13,7.1,18.1,252,3.2,3.2,0.0,23.4,27.8,20.3,0.2899,0.259
Androscoggin,Maine,2020-12-17,13.8,31.3,20,10.3,0.0,7.21,-10.1,-7.9,-12.2,0.2556,0.2657
Allegheny,Pennsylvania,2020-12-16,9.8,20.4,94,16.0,0.0,11.2,-1.6,-1.0,-2.7,0.4327,0.4213
Middlesex,New Jersey,2020-12-16,20.6,51.7,48,17.6,0.1,12.25,-1.9,0.9,-4.1,0.379,0.3847
Middlesex,New Jersey,2020-12-24,20.4,40.7,163,0.8,0.8,0.0,11.4,17.0,2.5,0.4048,0.3977
Androscoggin,Maine,2020-12-05,22.7,51.9,10,47.0,7.1,27.93,1.7,2.0,1.5,0.283,0.2765
Kennebec,Maine,2020-12-05,23.1,54.1,14,45.5,10.8,24.29,2.0,3.0,1.1,0.4032,0.3965
Philadelphia,Pennsylvania,2020-12-16,21.5,43.4,46,16.8,2.1,10.29,-1.9,0.2,-3.8,0.3809,0.386
York,Maine,2020-07-14,9.9,23.9,14,16.3,16.3,0.0,19.9,24.5,17.5,0.3936,0.3075
Cumberland,Maine,2020-07-02,7.4,19.2,194,0.4,0.4,0.0,21.9,27.3,17.1,0.3455,0.3448
Hillsborough,New Hampshire,2020-07-02,8.2,18.6,298,0.4,0.4,0.0,22.8,29.4,16.2,0.2298,0.1977
Kennebec,Maine,2020-07-08,9.7,22.8,193,2.8,2.8,0.0,20.4,24.5,16.4,0.2901,0.2906
Hillsborough,New Hampshire,2020-07-05,6.9,16.1,286,0.2,0.2,0.0,22.4,29.4,17.5,0.1615,0.1739
Kennebec,Maine,2020-07-02,6.5,19.2,218,3.1,3.1,0.0,22.3,29.1,16.6,0.3602,0.3477
Cumberland,Maine,2020-07-08,9.9,24.2,193,0.3,0.3,0.0,21.5,26.0,17.2,0.277,0.2925
Cumberland,Maine,2020-07-30,9.2,24.4,231,0.1,0.1,0.0,24.9,28.9,21.9,0.1987,0.2275
York,Maine,2020-07-08,8.7,23.9,216,4.0,4.0,0.0,22.2,29.5,17.1,0.2587,0.2665
Androscoggin,Maine,2020-07-08,8.5,21.5,203,2.6,2.6,0.0,21.1,26.9,16.2,0.1804,0.1923
Androscoggin,Maine,2020-07-30,8.3,21.5,259,0.0,0.0,0.0,24.6,29.0,21.0,0.1028,0.126
Hillsborough,New Hampshire,2020-07-08,10.9,26.4,219,1.4,1.4,0.0,23.6,30.5,18.8,0.122,0.1461
Hillsborough,New Hampshire,2020-07-13,6.3,18.1,269,8.4,8.4,0.0,22.8,27.5,19.6,0.1759,0.1177
Rockingham,New Hampshire,2020-07-13,5.9,18.1,251,9.2,9.2,0.0,23.4,28.4,20.7,0.2468,0.1973
Worcester,Massachusetts,2021-08-23,12.0,27.3,114,23.0,23.0,0.0,21.4,24.7,20.0,0.3005,0.2607
Worcester,Massachusetts,2021-08-12,9.5,31.1,250,0.0,0.0,0.0,26.4,33.4,21.7,0.1253,0.1431
Hartford,Connecticut,2021-08-12,10.8,26.8,213,0.5,0.5,0.0,28.1,35.4,22.5,0.2416,0.2254
Middlesex,Massachusetts,2021-08-23,10.8,26.4,108,20.6,20.6,0.0,22.7,25.5,20.8,0.3497,0.2227
Hartford,Connecticut,2021-11-13,16.2,34.0,217,5.1,5.1,0.0,8.1,15.8,4.2,0.401,0.3947
Providence,Rhode Island,2021-11-13,17.1,34.9,246,4.8,4.8,0.0,8.7,14.8,4.7,0.4053,0.4088
Worcester,Massachusetts,2021-11-13,16.3,38.0,213,9.6,9.6,0.0,7.0,13.4,1.9,0.2929,0.2936
Montgomery,Pennsylvania,2021-06-04,7.2,23.7,220,9.7,9.7,0.0,21.1,26.2,18.0,0.4011,0.3461
Philadelphia,Pennsylvania,2021-06-04,7.9,25.5,227,14.0,14.0,0.0,21.4,26.1,19.1,0.3645,0.3032
Bucks,Pennsylvania,2021-06-04,8.1,24.6,230,8.8,8.8,0.0,20.7,25.6,17.4,0.4007,0.3545
Bucks,Pennsylvania,2021-04-21,17.0,40.9,254,1.4,1.4,0.0,11.7,18.8,3.8,0.3128,0.3326
Montgomery,Pennsylvania,2021-04-21,17.3,42.1,254,1.6,1.6,0.0,11.9,19.2,3.8,0.2875,0.3134
Bucks,Pennsylvania,2021-09-01,17.9,51.7,51,79.1,79.1,0.0,20.3,21.9,16.5,0.3993,0.3558
Chittenden,Vermont,2021-09-08,13.8,32.9,178,26.5,26.5,0.0,20.2,26.5,15.8,0.2379,0.2075
Bergen,New Jersey,2021-05-26,10.3,29.5,218,1.3,1.3,0.0,24.4,33.2,17.2,0.0968,0.18
Fairfield,Connecticut,2021-05-26,9.5,31.3,217,0.4,0.4,0.0,22.2,29.8,15.4,0.056,0.1056
Suffolk,New York,2021-05-26,16.7,32.9,222,0.8,0.8,0.0,18.6,21.4,15.6,0.1886,0.2265
Monmouth,New Jersey,2021-09-13,10.7,27.3,276,0.0,0.0,0.0,25.7,30.7,22.4,0.177,0.1997
Middlesex,New Jersey,2021-09-13,12.2,25.9,273,0.9,0.9,0.0,25.6,30.2,22.0,0.2604,0.2818
Penobscot,Maine,2021-06-30,9.8,33.6,232,1.8,1.8,0.0,25.8,31.2,21.2,0.1633,0.1468
Penobscot,Maine,2021-06-06,8.8,22.4,248,2.7,2.7,0.0,22.3,27.6,18.0,0.2133,0.2235
Penobscot,Maine,2021-06-19,11.2,29.8,197,6.2,6.2,0.0,19.9,25.5,15.6,0.1477,0.1293
Bucks,Pennsylvania,2021-07-08,7.5,23.3,190,10.2,10.2,0.0,24.6,29.0,21.1,0.2837,0.2689
Monmouth,New Jersey,2021-07-08,8.0,26.6,194,7.0,7.0,0.0,25.8,31.0,21.4,0.2335,0.2305
Bucks,Pennsylvania,2021-07-06,11.7,29.3,238,1.2,1.2,0.0,26.9,34.5,21.6,0.2741,0.2884
Montgomery,Pennsylvania,2021-07-08,8.6,21.9,176,17.3,17.3,0.0,24.9,29.0,22.2,0.3113,0.265
Bergen,New Jersey,2021-09-01,21.0,45.6,32,113.7,113.7,0.0,20.2,21.9,16.5,0.3807,0.3514
Monmouth,New Jersey,2021-06-30,10.4,23.0,249,0.6,0.6,0.0,30.7,37.0,24.9,0.122,0.1577
Middlesex,New Jersey,2021-06-30,10.7,24.6,245,0.0,0.0,0.0,30.8,36.4,25.0,0.1903,0.2365
Bucks,Pennsylvania,2021-06-30,10.9,27.1,247,0.0,0.0,0.0,29.5,35.4,23.8,0.2109,0.2334
Chester,Pennsylvania,2021-06-30,10.6,25.7,244,1.2,1.2,0.0,28.8,35.3,23.2,0.3,0.3294
